Symbol,Date,ShortVolume,ShortExemptVolume,TotalVolume,Market,Open,Close,Previous day's close change,Short Interest Ratio,Previous short delta,Previous volume delta,Open/Close change
FB,20201020,3383599.0,20961.0,18763246.0,B/Q/N,263.06,267.56,0.023565,0.1803312177434544,0.04218893347151856,5176291.0,0.017106363567247016
FCEL,20201020,1512880.0,6685.0,7820192.0,B/Q/N,2.31,2.3,-0.008621,0.19345816573301525,-0.03951682556452196,-3211168.0,-0.004329004329004429
FCX,20201020,1721481.0,4528.0,15762493.0,B/Q/N,17.4,17.61,0.027421,0.10921375191094454,-0.01126036451828838,-64168.0,0.01206896551724143
FDX,20201020,557766.0,2192.0,3929167.0,B/Q/N,284.0,287.4,0.019257,0.14195527957961573,-0.02682252870208296,476059.0,0.011971830985915413
FE,20201020,411212.0,1016.0,5675331.0,B/Q/N,32.25,31.83,0.003152,0.07245603824693221,0.022065410409826562,-1346570.0,-0.013023255813953541
FHN,20201020,874860.0,0.0,5348309.0,B/Q/N,10.68,10.8,0.029552000000000002,0.16357693618674612,0.16357693618674612,5348309.0,0.011235955056179869
FIT,20201020,2244458.0,3999.0,7013664.0,B/Q/N,7.03,6.98,-0.00428,0.32001219334145464,0.0007123305650101885,786599.0,-0.007112375533428139
FITB,20201020,1078248.0,3677.0,6650011.0,B/Q/N,23.5,23.75,0.030592,0.1621422881856887,0.03312994621146864,2817804.0,0.010638297872340425
FLEX,20201020,2270454.0,661.0,11729894.0,B/Q/N,14.71,14.49,-0.006854,0.19356133994049732,0.0386122436929153,-1291150.0,-0.014955812372535732
FLR,20201020,634641.0,17490.0,3345605.0,B/Q/N,11.58,11.89,0.043898,0.18969394175343474,-0.04346864971364045,338922.0,0.02677029360967189
FOXA,20201020,483434.0,12581.0,3402676.0,B/Q/N,26.4,26.05,0.001153,0.14207464948176082,0.14207464948176082,3402676.0,-0.013257575757575678
FRSX,20201020,1036426.0,24976.0,3021786.0,B/Q/N,0.98,1.04,0.050505,0.34298457931832366,0.34298457931832366,3021786.0,0.06122448979591842
FSDC,20201020,1365.0,0.0,1058233.0,B/Q/N,10.51,10.13,-0.025962,0.0012898860647891344,0.0012898860647891344,1058233.0,-0.036156041864890485
FSLY,20201020,3268166.0,91405.0,10233484.0,B/Q/N,83.7,83.42,-0.000958,0.31936005372168463,-0.025684119985070197,-8202483.0,-0.003345280764635617
FTCH,20201020,189624.0,100.0,3240195.0,B/Q/N,27.45,27.1,-0.01131,0.0585224037442191,-0.030521564617568227,-1292678.0,-0.012750455373406116
FTI,20201020,632430.0,0.0,7854138.0,B/Q/N,7.22,7.28,0.045977,0.08052188540613878,0.08052188540613878,7854138.0,0.008310249307479294
FUBO,20201020,473886.0,9674.0,1860347.0,B/Q/N,11.4,12.2,0.019215,0.25472989716434624,-0.017240964959522154,-1904924.0,0.07017543859649113
FUTU,20201020,695981.0,2268.0,3245902.0,Q/N,31.38,34.48,0.113695,0.2144183650646261,0.2144183650646261,3245902.0,0.0987890376035691
FUTY,20201020,1359000.0,1.0,1449170.0,Q/N,40.67,40.76,0.0051790000000000004,0.9377781764734296,0.9377781764734296,1449170.0,0.0022129333661174404
FXI,20201020,709094.0,0.0,13319340.0,B/Q/N,44.18,44.28,0.004309,0.053237923200398815,-0.05895672182601645,-396582.0,0.0022634676324128885
GDX,20201020,1335019.0,400.0,15671885.0,B/Q/N,39.29,39.46,0.007661,0.08518560466721138,-0.014557631227502893,379249.0,0.004326800712649573
GDXJ,20201020,567704.0,13312.0,8330097.0,B/Q/N,56.74,57.34,0.010575000000000001,0.06815094710181646,-0.003695902873929874,1419801.0,0.010574550581600306
GE,20201020,13190522.0,98768.0,98420102.0,B/Q/N,7.35,7.34,0.006859,0.13402264102510278,-0.019626092265658507,-32416948.0,-0.001360544217687046
GEN,20201020,283372.0,149.0,2945864.0,B/Q/N,0.511,0.5052,0.002381,0.09619317117151369,0.09619317117151369,2945864.0,-0.011350293542074417
GEVO,20201020,2771550.0,156746.0,8974922.0,B/Q/N,1.125,1.12,0.009009,0.30881048325545335,-0.07568238612639078,-14079040.0,-0.00444444444444435
GILD,20201020,942275.0,23639.0,9208006.0,B/Q/N,60.59,60.55,-0.00033,0.10233214444039242,-0.011733062342387204,-435592.0,-0.0006601749463608888
GLBS,20201020,18241282.0,1932009.0,68287163.0,B/Q/N,0.0859,0.0754,-0.42,0.26712607756160556,0.20380606587738478,45487183.0,-0.12223515715948788
GLD,20201020,707406.0,495.0,7124678.0,B/Q/N,178.54,179.25,0.004821,0.0992895398220102,-0.0174230749674891,1040280.0,0.003976699899182301
GM,20201020,10594579.0,55405.0,38660942.0,B/Q/N,33.96,35.6,0.067466,0.2740383046020969,0.09453842552585942,28133648.0,0.04829210836277976
GME,20201020,1746921.0,28937.0,6603951.0,B/Q/N,14.03,13.86,-0.0035949999999999997,0.2645266447313131,-0.0592035829012621,-6565122.0,-0.012116892373485384
GNTX,20201020,85069.0,0.0,2312016.0,B/Q/N,27.81,27.62,0.009503000000000001,0.03679429554120733,0.03679429554120733,2312016.0,-0.00683207479323976
GNUS,20201020,5294898.0,11178.0,14184506.0,B/Q/N,1.34,1.34,0.015152,0.3732874447654363,-0.0618049717953878,-2343971.0,0.0
GOLD,20201020,1607032.0,706.0,14482531.0,B/Q/N,27.12,27.07,0.00185,0.11096347730931838,0.0016929599164485776,1659374.0,-0.0018436578171091708
GOVT,20201020,860453.0,0.0,5920985.0,Q/N,27.75,27.73,-0.002159,0.14532261101826807,-0.12923986575341231,2310091.0,-0.0007207207207207053
GPK,20201020,918480.0,900.0,6030515.0,B/Q/N,14.82,13.76,-0.041115000000000006,0.15230540011922697,0.15230540011922697,6030515.0,-0.0715249662618084
GPOR,20201020,20597588.0,878123.0,62825464.0,B/Q/N,0.2259,0.2641,0.171175,0.3278541325218068,0.009467660872429895,18748073.0,0.16910137228862335
GPRO,20201020,760823.0,2160.0,3549898.0,B/Q/N,6.64,6.72,0.020501000000000002,0.2143224960266464,0.036860980624317474,310745.0,0.012048192771084348
GPS,20201020,719198.0,283.0,6415526.0,B/Q/N,19.31,19.03,-0.003665,0.11210273327549448,-0.010139626050994041,-950644.0,-0.014500258933195112
GRWG,20201020,1233690.0,6924.0,4613324.0,B/Q/N,18.7695,18.0,-0.020675,0.26741889362203913,0.043335204834784646,507541.0,-0.04099736274274758
GS,20201020,459759.0,864.0,3336684.0,B/Q/N,206.7,208.03,0.011375999999999999,0.13778919430188774,0.0009256739315722795,101388.0,0.006434446057087627
GSK,20201020,950059.0,4991.0,5306397.0,B/Q/N,36.17,36.04,-0.00387,0.17904031681006904,0.01877422275376925,1819209.0,-0.0035941387890517707
GT,20201020,431787.0,733.0,3367073.0,B/Q/N,9.85,9.84,0.012346,0.12823808690812466,0.12823808690812466,3367073.0,-0.0010152284263959175
GUSH,20201020,397869.0,14862.0,2456775.0,B/Q/N,22.12,22.76,0.041648,0.16194767530604146,0.012449151720638707,-868.0,0.028933092224231488
HAL,20201020,3525688.0,53987.0,18733183.0,B/Q/N,12.44,12.74,0.046836,0.18820549609748646,0.0370120018528656,-1790921.0,0.024115755627009704
HALO,20201020,633886.0,0.0,3404001.0,B/Q/N,29.73,30.22,0.025798,0.1862179241427955,0.1862179241427955,3404001.0,0.016481668348469508
HBAN,20201020,766720.0,243.0,7865739.0,B/Q/N,9.71,9.88,0.037815,0.09747590150143554,-0.04913060114368892,3038934.0,0.017507723995880527
HBI,20201020,734378.0,0.0,4486943.0,B/Q/N,17.02,17.11,0.022713999999999998,0.16367000873423174,0.16367000873423174,4486943.0,0.00528789659224441
HEXO,20201020,1481880.0,8800.0,4131498.0,B/Q/N,0.7846,0.7679,-0.010948,0.3586786197161417,-0.03437087463148242,-5966645.0,-0.021284731073158217
HL,20201020,928290.0,240.0,4499793.0,Q/N,5.18,5.21,0.009689999999999999,0.206296156289856,-0.012126781665874303,-1235644.0,0.00579150579150584
HMHC,20201020,744440.0,16515.0,3031792.0,B/Q/N,3.11,3.16,0.03268,0.2455445492302902,0.006231378534355292,413616.0,0.016077170418006517
HPE,20201020,1054563.0,511.0,7226254.0,B/Q/N,9.4,9.34,-0.00107,0.14593494776131588,0.007450980762468834,-2324079.0,-0.006382978723404308
HPQ,20201020,342610.0,655.0,6142620.0,B/Q/N,19.51,19.37,0.000517,0.05577587413839697,-0.0029753839617924077,1132089.0,-0.0071758072783188395
HPR,20201020,2341459.0,100512.0,9491569.0,B/Q/N,0.1641,0.1616,-0.151706,0.2466882977935471,-0.0012656792543144224,3930170.0,-0.015234613040828777
HTBX,20201020,1532529.0,10339.0,4134313.0,B/Q/N,1.24,1.19,-0.048,0.370685286769531,-0.014650700751470513,-406436.0,-0.040322580645161324
HTZ,20201020,26030487.0,2411446.0,118042048.0,B/Q/N,2.32,1.84,-0.152074,0.2205187680240858,-0.049977553478806364,-281077472.0,-0.20689655172413784
HUSA,20201020,1000659.0,24615.0,2235688.0,B/Q/N,1.61,1.75,0.09375,0.44758436776509064,0.44758436776509064,2235688.0,0.08695652173913036
HUSN,20201020,2380359.0,36789.0,8024246.0,Q/N,0.74,0.769,0.084167,0.29664581569408516,0.023545187161748637,1789881.0,0.039189189189189226
HX,20201020,798825.0,40849.0,2516527.0,B/Q/N,2.2,2.59,0.17194600000000002,0.31743152368323485,-0.07766955017387517,-1106022.0,0.1772727272727271
HYG,20201020,2762299.0,0.0,27650740.0,B/Q/N,84.48,84.63,0.0035570000000000003,0.09989964102226559,-0.07689086995959352,6652656.0,0.0017755681818180807
HYLN,20201020,1719346.0,28249.0,5562165.0,B/Q/N,25.0,23.15,-0.093933,0.30911452644788495,0.007565415010739929,1318571.0,-0.07400000000000005
HZNP,20201020,466496.0,1145.0,4245974.0,B/Q/N,78.47,74.31,-0.052892999999999996,0.10986784186620079,0.10986784186620079,4245974.0,-0.053013890658850475
HZON/U,20201020,365207.0,0.0,0.0,Q/N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAU,20201020,4230675.0,219.0,15014531.0,B/Q/N,18.1401,18.22,0.004964,0.28177203803435485,0.04851441194999406,2904286.0,0.004404606369314311
IBIO,20201020,2245281.0,62535.0,6599756.0,B/Q/N,2.02,1.95,-0.015152,0.34020666824652307,-0.004508200148447827,328985.0,-0.034653465346534684
IBM,20201020,5104329.0,32168.0,21501073.0,B/Q/N,119.8,117.37,-0.06493,0.237398803306235,0.09926514834988209,14022338.0,-0.02028380634390645
ICLN,20201020,632235.0,0.0,2848387.0,B/Q/N,20.98,21.15,0.020259999999999997,0.22196246507233744,0.1162892938011448,-831724.0,0.008102955195424125
IDEX,20201020,1046803.0,14071.0,3228438.0,B/Q/N,0.89,0.8595,-0.049436,0.32424441788877467,-0.030521411332459558,-72593.0,-0.03426966292134828
IEF,20201020,322460.0,0.0,6129693.0,B/Q/N,120.9,120.79,-0.0021479999999999997,0.052606223509072965,0.052606223509072965,6129693.0,-0.0009098428453267115
IEFA,20201020,806876.0,2235.0,8433759.0,B/Q/N,61.43,61.33,0.004422,0.09567216706097482,-0.01181017780180281,1233730.0,-0.0016278691193228295
IEMG,20201020,2099699.0,2697.0,29364852.0,B/Q/N,54.65,54.98,0.011405,0.07150381687603942,0.0024659011729955965,19502764.0,0.006038426349496767
IGSB,20201020,385875.0,100.0,1433128.0,B/Q/N,54.9058,54.93,0.000182,0.26925368843536657,-0.1421960659492168,61675.0,0.0004407548929257099
IJR,20201020,314716.0,7727.0,3273837.0,Q/N,75.49,75.51,0.0068000000000000005,0.09613062592914674,0.038288942178588116,313446.0,0.0002649357530800137
IMGN,20201020,619569.0,18249.0,4520104.0,B/Q/N,5.72,5.25,-0.070796,0.13706963379603654,0.13706963379603654,4520104.0,-0.08216783216783213
INFY,20201020,2560932.0,60.0,14350370.0,B/Q/N,15.32,15.37,0.015192,0.17845755893402052,0.07963393367967007,-13734898.0,0.003263707571801497
INO,20201020,1355166.0,13650.0,7536650.0,B/Q/N,11.43,11.0,-0.030837,0.1798101278419457,-0.05014945556694336,2203939.0,-0.03762029746281712
INPX,20201020,567602.0,9328.0,1809115.0,B/Q/N,1.07,1.08,0.0,0.3137456712259862,0.3137456712259862,1809115.0,0.009345794392523372
INTC,20201020,3126002.0,19466.0,27224899.0,B/Q/N,54.6,53.43,-0.021070000000000002,0.11482143606850478,-0.0142708470192138,-16312320.0,-0.02142857142857146
INUV,20201020,2104434.0,43213.0,7223959.0,B/Q/N,0.4,0.3819,0.040883,0.2913131151491862,0.2913131151491862,7223959.0,-0.04525000000000001
INVH,20201020,563049.0,347.0,2827540.0,B/Q/N,27.94,27.95,0.010119,0.19913033944701047,0.19913033944701047,2827540.0,0.0003579098067286331
IP,20201020,503771.0,1445.0,2846671.0,B/Q/N,47.21,46.4,-0.0062109999999999995,0.17696846597306118,-0.02172101429455109,-377546.0,-0.017157381910612206
IPG,20201020,349171.0,692.0,4568295.0,B/Q/N,18.03,18.0,0.014656,0.07643354905933177,-0.08722628942113685,1106175.0,-0.0016638935108153707
IPOB,20201020,802666.0,6032.0,3643642.0,B/Q/N,21.1,22.73,0.065136,0.22029222409885493,-0.01748478038726503,402088.0,0.07725118483412317
IPOC,20201020,574482.0,3100.0,3004661.0,Q/N,10.58,10.35,-0.027256,0.191196943681833,0.191196943681833,3004661.0,-0.02173913043478265
IQ,20201020,864699.0,0.0,3255211.0,B/Q/N,22.71,22.51,-0.000444,0.2656353151915498,0.2656353151915498,3255211.0,-0.008806693086745896
ISEE,20201020,701388.0,800.0,2318625.0,B/Q/N,6.0,5.89,-0.0050680000000000005,0.302501698204755,0.302501698204755,2318625.0,-0.018333333333333385
ISR,20201020,926689.0,72688.0,7261606.0,Q/N,0.415,0.4,-0.295651,0.12761488298869422,0.12761488298869422,7261606.0,-0.03614457831325291
ITP,20201020,575909.0,35742.0,2888338.0,Q/N,0.7752,0.79,-0.070588,0.19939113774080458,-0.07280670126238226,-26909022.0,0.019091847265221923
ITRM,20201020,7294369.0,126193.0,24552468.0,B/Q/N,1.0862,1.15,0.352941,0.2970931068925535,0.2970931068925535,24552468.0,0.05873688086908475
ITUB,20201020,3620039.0,22436.0,28964995.0,B/Q/N,4.25,4.31,0.046117,0.12497979026062321,-0.08438710299215495,312165.0,0.014117647058823438
IVR,20201020,500593.0,745.0,2977343.0,B/Q/N,2.78,2.79,0.014544999999999999,0.1681341383911763,0.01337504396841005,-47203.0,0.003597122302158357
IVZ,20201020,608622.0,4565.0,9599524.0,B/Q/N,14.16,14.09,0.01294,0.06340126864623705,0.06340126864623705,9599524.0,-0.004943502824858777
IWM,20201020,2986551.0,6691.0,18927696.0,B/Q/N,161.56,160.76,0.002182,0.15778735034628621,0.009479540764132321,567085.0,-0.004951720722951296
JAGX,20201020,1050535.0,7050.0,2525837.0,B/Q/N,0.3079,0.2997,-0.023778999999999998,0.41591559550358953,0.0891729979006477,339991.0,-0.026632023384215605
JBLU,20201020,1210967.0,4125.0,8806245.0,B/Q/N,12.49,12.3,0.003263,0.13751229951017716,0.017221248835362274,815609.0,-0.01521216973578859
JD,20201020,1168216.0,1926.0,9706460.0,B/Q/N,81.0,82.57,0.024315000000000003,0.1203544855694043,0.041151053466222595,1655420.0,0.01938271604938263
JDST,20201020,1115770.0,5802.0,5362350.0,B/Q/N,10.47,10.28,-0.023742,0.20807481794362545,0.12256334538767233,-156734.0,-0.018147086914995347
JETS,20201020,707515.0,2700.0,3826372.0,B/Q/N,17.85,17.96,0.015837,0.18490491776544465,0.003304634058271444,-1012420.0,0.0061624649859943655
JFU,20201020,11516140.0,241016.0,34224613.0,Q/N,1.06,1.4,0.272727,0.33648707729726557,0.05160388229308899,27425974.0,0.32075471698113195
JKS,20201020,10905058.0,90252.0,29337512.0,B/Q/N,77.0,87.55,0.157609,0.37171038907457454,0.02593973511489006,15664819.0,0.13701298701298698
JMIA,20201020,5691404.0,74827.0,27424328.0,B/Q/N,15.36,15.37,0.0032640000000000004,0.20753121097443117,0.04607497391502191,12236169.0,0.0006510416666666529
JNJ,20201020,390040.0,390.0,5326540.0,B/Q/N,144.66,144.55,0.001594,0.07322577132622678,-0.004025494231635812,-1924215.0,-0.0007604037052397707
JNK,20201020,494522.0,320.0,5186070.0,B/Q/N,105.1,105.26,0.003432,0.09535582820902919,-0.08002102079177445,-1254706.0,0.0015223596574691798
JPM,20201020,1149141.0,29018.0,11257070.0,B/Q/N,100.31,100.37,0.005711000000000001,0.10208171398063617,0.011258619291153932,-468604.0,0.0005981457481806626
JPST,20201020,1038354.0,0.0,2147890.0,B/Q/N,50.8,50.79,0.000197,0.48342978457928476,0.17110069996295357,-363221.0,-0.00019685039370074826
JT,20201020,618603.0,40763.0,2389484.0,Q/N,0.65,0.86,0.21229199999999998,0.25888560040577796,0.09190411716431562,-135796.0,0.323076923076923
JWN,20201020,1702165.0,7060.0,7059459.0,B/Q/N,12.31,12.31,0.011504,0.24111833498855934,-0.0446846669900402,-3143212.0,0.0
KEY,20201020,1220802.0,436.0,8018619.0,B/Q/N,13.0,13.08,0.023474,0.1522459166597141,0.1522459166597141,8018619.0,0.006153846153846159
KGC,20201020,961338.0,522.0,8241087.0,B/Q/N,8.94,8.98,0.010124,0.11665184459283102,0.019731677681891283,210457.0,0.0044742729306488736
KIE,20201020,12691.0,0.0,2027102.0,Q/N,29.3,29.38,0.009622,0.006260661772323248,0.006260661772323248,2027102.0,0.0027303754266211023
KIM,20201020,500910.0,400.0,4079332.0,B/Q/N,11.03,11.1,0.015553999999999998,0.12279216303061384,0.009703689049943315,-1295672.0,0.006346328195829582
KMI,20201020,1707638.0,5794.0,16345336.0,B/Q/N,12.8,12.68,-0.0023599999999999997,0.1044724929484472,0.00193029847204583,2897545.0,-0.009375000000000078
KO,20201020,1163865.0,5100.0,10972732.0,B/Q/N,49.89,50.25,0.012696,0.10606884411284263,0.019200413369118513,1042289.0,0.007215874924834624
KODK,20201020,1832577.0,38850.0,5953565.0,B/Q/N,9.05,8.91,0.003378,0.3078117060954235,-0.0065380272478768875,-9631080.0,-0.01546961325966857
KOS,20201020,1054321.0,0.0,3384032.0,B/Q/N,1.15,1.14,0.0,0.3115576330247468,0.07543283589345931,-57233.0,-0.008695652173913052
KR,20201020,1552510.0,3679.0,6891862.0,B/Q/N,34.04,33.33,-0.016234,0.22526713390372588,-0.012484362450091102,400416.0,-0.020857814336075232
KRE,20201020,1378719.0,8.0,12004564.0,B/Q/N,39.58,40.05,0.022989000000000002,0.11484956888063573,-0.018191556352790725,2402503.0,0.01187468418393125
KSS,20201020,2689153.0,21952.0,14659108.0,B/Q/N,19.68,20.65,0.066082,0.18344588224604116,-0.0037106855486364887,7204216.0,0.049288617886178804
KT,20201020,38602.0,0.0,1511878.0,B/Q/N,9.99,10.01,0.00502,0.02553248344112422,0.02553248344112422,1511878.0,0.0020020020020019595
KXIN,20201020,3719253.0,258163.0,17911722.0,B/Q/N,6.0,4.75,-0.417178,0.20764351970179082,-0.02556144478153438,-217378745.0,-0.20833333333333334
LAC,20201020,1059758.0,22935.0,3673459.0,B/Q/N,12.88,12.52,-0.023401,0.28849049356478457,-0.010040554976879945,-3250119.0,-0.027950310559006302
LB,20201020,596032.0,0.0,4103489.0,B/Q/N,33.39,33.06,-0.002113,0.14525005428307472,-0.011399270966589214,-3730742.0,-0.009883198562443794
LI,20201020,1694227.0,4942.0,7623901.0,B/Q/N,19.21,20.49,0.0683,0.22222573456816924,0.1161866730743239,1179191.0,0.06663196251952096
LLIT,20201020,1264492.0,2019.0,4123210.0,Q/N,0.4606,0.5088,0.106087,0.3066765942069407,-0.013493233919060321,2187606.0,0.10464611376465484
LLNW,20201020,462356.0,4595.0,2372506.0,B/Q/N,6.15,6.17,0.00817,0.19488085593882587,-0.07189725667719504,-1535517.0,0.003252032520325134
LOGI,20201020,2339393.0,6557.0,7572915.0,B/Q/N,93.78,92.64,0.157566,0.30891578738174136,0.30891578738174136,7572915.0,-0.012156110044785675
LQD,20201020,4237275.0,0.0,13413433.0,B/Q/N,134.98,134.8,-0.002073,0.3158978764049442,0.08105551566797711,4778909.0,-0.0013335308934655386
LQDA,20201020,1485666.0,22143.0,4824114.0,B/Q/N,3.75,4.17,0.22287400000000002,0.30796660277928756,0.03387361445484616,-1894708.0,0.11199999999999997
LTHM,20201020,628978.0,1839.0,3632992.0,B/Q/N,10.25,10.39,0.023645,0.1731294756498225,-0.05837984241537589,429108.0,0.01365853658536591
LUMN,20201020,2254440.0,3074.0,8634872.0,B/Q/N,9.7,9.62,0.001041,0.26108551464341334,-0.011510719267723069,-2726092.0,-0.008247422680412378
LUV,20201020,853111.0,12357.0,7203938.0,B/Q/N,40.5,40.16,0.007779,0.11842286815905412,-0.028611901498612285,-1388295.0,-0.008395061728395145
LVS,20201020,580848.0,1668.0,4661855.0,B/Q/N,45.03,46.2,0.02758,0.1245958958397462,0.0507514125407605,-4070429.0,0.02598267821452369
LYFT,20201020,1443371.0,2722.0,11399003.0,B/Q/N,24.96,25.13,0.0203,0.1266225651488994,0.008658519303024442,1568762.0,0.006810897435897361
LYG,20201020,674882.0,2120.0,5802606.0,B/Q/N,1.36,1.35,0.0,0.1163067077102943,-0.0642949722153045,377961.0,-0.007352941176470594
LYL,20201020,3166105.0,299639.0,12872053.0,B/Q/N,2.03,3.75,0.47637799999999997,0.24596736822012774,-0.07971454465878167,-24529499.0,0.8472906403940889
M,20201020,3454413.0,4628.0,25161333.0,B/Q/N,6.15,6.34,0.039344000000000004,0.13729054021104525,-0.021959602443745035,11173019.0,0.03089430894308935
MAC,20201020,663032.0,1726.0,3263445.0,B/Q/N,7.38,7.15,-0.015152,0.20316935018056073,-0.1018296830947579,-2689646.0,-0.031165311653116468
MARA,20201020,6726476.0,106386.0,19529348.0,B/Q/N,2.48,2.46,0.051281999999999994,0.3444291125336084,0.024437178124026238,7180593.0,-0.008064516129032265
MDT,20201020,536468.0,22256.0,3879362.0,B/Q/N,108.14,109.15,0.006176,0.1382876875115032,0.0076684420757354155,-1454339.0,0.009339744775291337
MGI,20201020,846422.0,48564.0,3133506.0,B/Q/N,4.88,4.665,-0.034161000000000004,0.27011979552616144,-0.004230186597105445,-7338206.0,-0.0440573770491803
MGM,20201020,1289292.0,18740.0,7732526.0,B/Q/N,21.1,21.41,0.029327000000000002,0.1667361997877537,-0.004028430098394903,270079.0,0.014691943127962024
MGNI,20201020,752626.0,7364.0,2239565.0,B/Q/N,9.36,9.1,-0.022556,0.33605901145981476,-0.006564660774549869,-1439454.0,-0.027777777777777755
MIK,20201020,768901.0,1400.0,4778254.0,B/Q/N,10.11,9.65,-0.035964,0.16091672816053731,0.021336710460279407,-487206.0,-0.04549950544015817
MKD,20201020,2302813.0,15253.0,7511119.0,B/Q/N,1.1245,1.56,0.368421,0.3065872075785246,0.3065872075785246,7511119.0,0.3872832369942196
MLCO,20201020,305108.0,7400.0,3032350.0,B/Q/N,14.6,14.94,0.021189,0.10061767276204923,0.029451365036983312,-743566.0,0.023287671232876703
MNKD,20201020,583308.0,3400.0,2253584.0,Q/N,2.03,2.01,0.005,0.2588357034838728,-0.031892665881630256,-106853.0,-0.009852216748768483
MO,20201020,818262.0,3230.0,7310573.0,B/Q/N,39.47,38.7,-0.012251000000000001,0.11192857249356514,0.030883754543161127,2126244.0,-0.01950848745882939
MOS,20201020,249396.0,3585.0,3902838.0,B/Q/N,19.19,18.84,-0.012060999999999999,0.06390119190189293,0.06390119190189293,3902838.0,-0.018238665971860416
MPC,20201020,385716.0,2694.0,6049696.0,B/Q/N,28.6,29.24,0.035044,0.0637579144472714,0.0020958455614185217,-2520743.0,0.022377622377622274
MPLN,20201020,370089.0,0.0,2968336.0,B/Q/N,8.87,8.39,-0.04767299999999999,0.12467894470167798,-0.08223534370815266,318461.0,-0.05411499436302127
MRK,20201020,416649.0,8950.0,10634329.0,B/Q/N,78.97,78.27,-0.005084999999999999,0.03917962289863328,-0.014091380352746846,2414435.0,-0.00886412561732307
MRNA,20201020,910030.0,1756.0,5441299.0,B/Q/N,72.07,71.31,0.004932000000000001,0.1672449905803743,0.03195705038228974,-1489984.0,-0.010545303177466226
MRO,20201020,6048813.0,23170.0,27770559.0,B/Q/N,4.01,4.15,0.042714,0.21781387259795526,-0.01865859292380384,-1035725.0,0.03491271820448892
MRVL,20201020,386076.0,1953.0,5167593.0,B/Q/N,42.23,41.62,-0.005496,0.07471099213889329,0.023062584356472793,-1938628.0,-0.014444707553871642
MS,20201020,1076865.0,15634.0,11177607.0,B/Q/N,51.56,51.47,0.010206,0.09634128306711803,0.013291935054712892,-1499398.0,-0.0017455391776571645
MSFT,20201020,2373493.0,20954.0,22753511.0,B/Q/N,215.8,214.65,0.002007,0.10431326400571762,0.0029616707637236672,-4872330.0,-0.00532900834105656
MSN,20201020,415921.0,10308.0,1777514.0,Q/N,1.03,0.9699,-0.10194399999999999,0.23399028080791487,-0.08837575181120835,-8177260.0,-0.05834951456310684
MTC,20201020,1151344.0,60948.0,5096102.0,B/Q/N,1.25,1.21,0.008333,0.22592640414183232,0.0010311829546012785,2960174.0,-0.03200000000000003
MU,20201020,3507944.0,15859.0,17343402.0,B/Q/N,53.14,53.53,0.017100999999999998,0.20226389263190694,0.04760088289687345,-6832786.0,0.007339104252916834
MUR,20201020,757975.0,7877.0,4749063.0,B/Q/N,8.34,8.7,0.049457,0.15960516843006714,-0.051313174826324914,373564.0,0.04316546762589921
MUX,20201020,558738.0,9523.0,2203587.0,Q/N,1.04,1.08,0.038462,0.25355840273154634,0.25355840273154634,2203587.0,0.03846153846153849
MVIS,20201020,1202500.0,44507.0,3476668.0,B/Q/N,2.45,2.34,-0.037037,0.34587714443829554,0.12411560791049114,-1853792.0,-0.0448979591836736
NAK,20201020,1833413.0,22526.0,4675453.0,B/Q/N,1.01,1.02,0.009901,0.3921359064030801,0.01723568151834598,-4010330.0,0.00990099009900991
NAKD,20201020,10694565.0,1027279.0,58503855.0,B/Q/N,0.084,0.0804,-0.121311,0.18280103080386753,0.02116343354785777,23468745.0,-0.04285714285714293
NCLH,20201020,3396115.0,32872.0,15685556.0,B/Q/N,16.66,17.08,0.038298,0.21651224859354684,-0.03839923889834901,2766252.0,0.025210084033613335
NEM,20201020,610309.0,363.0,4656229.0,B/Q/N,61.89,61.19,-0.008427,0.13107366497652928,0.13107366497652928,4656229.0,-0.011310389400549408
NEOS,20201020,1685104.0,3301.0,7159424.0,Q/N,0.6016,0.579,0.09659100000000001,0.23536865535551463,-0.013751987390059617,4674086.0,-0.03756648936170223
NET,20201020,407612.0,14171.0,3320459.0,B/Q/N,57.8,57.06,-0.020765,0.12275772716964733,-0.07989356913027715,-1681547.0,-0.012802768166089877
NFLX,20201020,1492476.0,2367.0,10047175.0,B/Q/N,528.14,525.42,-0.009986,0.148546830327928,-0.010253175909265583,2479669.0,-0.005150149581550399
NGD,20201020,570768.0,3.0,6945135.0,B/Q/N,2.07,2.17,0.043269,0.08218241978017705,-0.017582292786909565,3073275.0,0.0483091787439614
NIO,20201020,35300472.0,213544.0,105233416.0,B/Q/N,27.42,27.96,0.011944,0.33544926451879126,-0.0005548530623312176,-10475294.0,0.01969365426695839
NKE,20201020,306057.0,393.0,3800038.0,B/Q/N,128.0,128.49,0.008317999999999999,0.08054051038436984,0.08054051038436984,3800038.0,0.003828125000000071
NKLA,20201020,3106741.0,29542.0,10122362.0,B/Q/N,20.6004,20.72,0.012707999999999999,0.30691858283669365,-0.024475012935651574,-15122462.0,0.005805712510436612
NLS,20201020,1146699.0,11402.0,3581870.0,B/Q/N,24.38,26.81,0.111987,0.32013975939941985,0.037424634104402665,510439.0,0.09967186218211647
NLY,20201020,1299706.0,0.0,8297446.0,B/Q/N,7.2,7.18,0.011268,0.1566392839435171,-0.06274307449785352,-552509.0,-0.002777777777777842
