Symbol,Date,ShortVolume,ShortExemptVolume,TotalVolume,Market,Open,Close,Previous day's close change,Short Interest Ratio,Previous short interest % change,Previous volume delta,Previous close % change,Total Volume/Shares Outstanding
AA,20201102,544558.0,15581.0,4940788,B/Q/N,13.1,13.61,0.053406,0.11021683180901508,-0.020318710484862765,0.23571569166157494,0.03893129770992365,0.026573436246988685
AAL,20201102,7342059.0,22179.0,41094537,B/Q/N,11.32,11.19,-0.007979,0.17866265289714786,0.05496974511639209,-0.1996908448508781,-0.011484098939929398,0.08079427762532422
AAPL,20201102,24102174.0,164879.0,122866899,B/Q/N,109.11,108.77,-0.0008269999999999999,0.19616490849988816,0.00761341248792477,-0.3552780713303461,-0.0031161213454312473,0.007086836792725989
ABBV,20201102,1518375.0,7857.0,10781355,B/Q/N,86.03,88.25,0.037015,0.14083341101373623,-0.025473011714215232,-0.4041852439322678,0.025804951761013585,0.006108993597234172
ABR,20201102,397579.0,5643.0,2758472,B/Q/N,12.05,12.76,0.079526,0.14413015611541463,0.14413015611541463,0.0,0.058921161825726064,0.024492429751295917
ABT,20201102,773628.0,21590.0,5907062,B/Q/N,107.09,107.48,0.022548,0.13096662943439563,0.0272042045250456,0.3320274024498043,0.003641796619665707,0.0033363241534096143
ACI,20201102,773969.0,2522.0,3364659,B/Q/N,14.8,14.66,-0.002042,0.23002895687200398,0.026029264303329913,-0.07311686605167546,-0.009459459459459498,0.007118669122916363
ADM,20201102,505333.0,1750.0,4924789,B/Q/N,47.15,48.56,0.050172999999999995,0.10261008136592248,0.01471544946681165,-0.25721482689875336,0.02990455991516445,0.008863163094214678
AEO,20201102,562312.0,7536.0,4363755,B/Q/N,13.83,14.42,0.051787,0.12885966329457085,-0.00520507726174857,-0.24289983561120967,0.042660882140274754,0.02626964281507837
AES,20201102,318104.0,1272.0,5621572,Q/N,19.79,20.0,0.025640999999999997,0.056586307175288335,-0.005048846143655618,-0.05515891917548188,0.010611419909045015,0.008451824902357453
AG,20201102,895991.0,13032.0,4897432,B/Q/N,10.42,10.6,0.034146,0.18295118747947905,0.004740896805090572,0.19896746597308793,0.017274472168905923,0.02283956888648362
AGG,20201102,599215.0,2700.0,6667902,B/Q/N,117.27,117.22,0.000171,0.08986559790470826,-0.013456437284352016,-0.37154564155595826,-0.0004263665046473707,0.00966782949108308
AGNC,20201102,1029836.0,1800.0,9001128,B/Q/N,14.0,13.99,0.001432,0.11441188259960307,-0.0765807688270528,0.15608580421057905,-0.0007142857142856991,0.016509772560528248
AIG,20201102,805468.0,2100.0,7279099,B/Q/N,32.25,32.45,0.030486,0.11065490385554586,0.009909663760715656,0.1420131005743876,0.006201550387596988,0.008449979737272935
AIV,20201102,198022.0,0.0,8388583,B/Q/N,32.15,32.12,0.0068969999999999995,0.02360613228718128,-0.04006805114067048,1.6047164198754493,-0.0009331259720062562,0.056349911911016154
AM,20201102,1037501.0,35454.0,4481274,B/Q/N,5.73,5.6,-0.022688,0.2315192063685461,0.05002508193134164,-0.07030095013956043,-0.022687609075043764,0.009401819786455495
AMAT,20201102,425522.0,6755.0,7475407,B/Q/N,59.95,60.33,0.018571999999999998,0.05692292071856422,-0.04613040361584738,0.01863419969076086,0.0063386155129273635,0.008185205387276968
AMCR,20201102,805274.0,0.0,6030307,Q/N,10.6,10.85,0.040268,0.13353781159068684,0.13353781159068684,0.0,0.02358490566037736,0.0038446783892262105
AMD,20201102,9128158.0,27816.0,45760659,B/Q/N,75.85,74.7,-0.007836,0.1994761045727073,0.020297074065790732,-0.11016792732821229,-0.015161502966380904,0.03804790571087831
AMZN,20201102,991235.0,7809.0,7257350,B/Q/N,3061.74,3004.48,-0.010431,0.13658360145232076,-0.01652366371103342,-0.13562649050193776,-0.018701783952915586,0.01448891983595804
ANGI,20201102,353922.0,0.0,3363712,Q/N,10.62,10.93,0.031132,0.10521768807793296,0.10521768807793296,0.0,0.0291902071563089,0.045363909176051556
ANGL,20201102,337714.0,0.0,1893258,B/Q/N,29.85,29.78,-0.00368,0.178377167823931,0.178377167823931,0.0,-0.002345058626465671,0.017118065099457503
APA,20201102,1913117.0,821.0,12978637,B/Q/N,8.415,8.885,0.07048199999999999,0.14740507805249503,0.017269996242937125,0.13057185242484348,0.05585264408793829,0.034384261146736025
APHA,20201102,1887255.0,10942.0,11765886,B/Q/N,4.54,5.03,0.117778,0.16040058521729686,-0.05730717301168303,1.874313172719411,0.10792951541850225,0.04066440278100345
APLE,20201102,1017809.0,1855.0,2555719,Q/N,10.02,10.19,0.029293,0.3982476164241843,0.15892970710735818,-0.39690566317347925,0.01696606786427145,0.011449145319166621
APPS,20201102,1115095.0,40059.0,3817552,B/Q/N,28.81,30.62,0.068388,0.2920968725507865,0.06050799054754438,-0.6449927502322976,0.06282540784449853,0.04304032342521942
APT,20201102,426066.0,589.0,2139442,B/Q/N,14.3,15.26,0.075405,0.1991481891072532,0.1991481891072532,0.0,0.06713286713286706,0.15745263505728832
ARKK,20201102,325662.0,916.0,3886154,B/Q/N,91.97,90.8,0.00010999999999999999,0.08380059050670663,-0.005072284183453013,-0.07847518585679085,-0.012721539632488874,0.03697577545195052
ATUS,20201102,360935.0,0.0,6967582,Q/N,27.23,26.78,-0.006308,0.05180204553028583,-0.050606189381452206,-0.3751043050075731,-0.016525890561880252,0.017778842190763096
ATVI,20201102,599859.0,9163.0,7306645,B/Q/N,76.55,76.4,0.008847,0.08209773432266108,-0.03418343594934664,-0.39006601581063766,-0.0019595035924231414,0.009454068800563716
AU,20201102,646623.0,0.0,3674485,B/Q/N,24.88,25.28,0.09248100000000001,0.17597649738670862,0.17597649738670862,0.0,0.016077170418006517,0.008814932903225225
AUY,20201102,2676917.0,3000.0,15430801,B/Q/N,5.66,5.67,0.019784,0.1734788103352509,0.038168564927626436,-0.34093150459790666,0.001766784452296782,0.01621454736125355
AZN,20201102,383334.0,6583.0,5368781,B/Q/N,50.47,50.62,0.009171,0.07140056560325332,-0.05045939268133576,0.12679062918576034,0.00297206261145232,0.00409113482534097
BA,20201102,2903651.0,15901.0,13854646,B/Q/N,145.75,148.6,0.029157000000000002,0.20957958795915824,0.018134366951584074,-0.0999241006465835,0.019554030874785553,0.024541926392157878
BABA,20201102,1931877.0,6665.0,11857638,B/Q/N,310.95,310.84,0.020184,0.162922582052176,0.03452270625601772,-0.2054573838634444,-0.0003537546229297754,0.0005478210747149119
BAC,20201102,5938328.0,49530.0,59756372,B/Q/N,23.89,24.08,0.016034,0.09937564482663037,0.020249492625822887,-0.10140672370834787,0.007953118459606435,0.006897010352388258
BBBY,20201102,873326.0,2900.0,6060870,B/Q/N,20.0,20.2,0.020202,0.14409251477098173,-0.021017122086120527,-0.29756684731828426,0.009999999999999964,0.04809900535138902
BCS,20201102,593579.0,9276.0,3434699,B/Q/N,5.45,5.51,-0.0036170000000000004,0.172818345945307,-0.015663964677985476,-0.14429412154529858,0.011009174311926533,0.00019793065033595338
