Symbol,Date,ShortVolume,ShortExemptVolume,TotalVolume,Market,Open,Close,Previous day's close change,Short Interest Ratio,Previous short delta,Previous volume delta,Open/Close change,Total Volume/Shares Outstanding
AA,20201030,521923.0,2280.0,3998321,B/Q/N,12.7,12.92,0.013333,0.13053554229387784,0.07508933113965763,-0.2886013117295208,0.017322834645669343,0.021505061208908764
AAL,20201030,6351424.0,94531.0,51348328,B/Q/N,11.06,11.28,0.010752999999999999,0.12369290778075578,-0.06302630724443029,0.16688352621095492,0.01989150090415903,0.10095383403463602
AAPL,20201030,35932914.0,410452.0,190573476,B/Q/N,111.06,108.86,-0.056018,0.1885514960119634,0.021535753879692976,0.3083531618303588,-0.019809112191608164,0.010992082753178976
ABBV,20201030,3009339.0,6276.0,18095146,B/Q/N,83.195,85.1,0.054915000000000005,0.16630642272795146,0.03368319178461987,1.0395883209572632,0.022898010697758295,0.01025317606692457
ABEV,20201030,4882080.0,4929.0,36842131,B/Q/N,2.24,2.14,-0.053097000000000005,0.1325135074298498,0.06030217712593708,0.039589329531884536,-0.04464285714285718,0.0023413952842265837
ABT,20201030,460149.0,1535.0,4434640,B/Q/N,104.76,105.11,0.001048,0.10376242490935003,-0.017168947651244465,0.04714123764432419,0.0033409698358151424,0.0025046963352807895
ACB,20201030,1506203.0,18362.0,6446447,B/Q/N,4.11,4.05,-0.00978,0.23364855089943343,-0.04331946505743717,-0.17750015406448916,-0.01459854014598552,0.05304463833734117
ACI,20201030,740535.0,4964.0,3630079,B/Q/N,14.97,14.69,-0.030363,0.20399969256867412,-0.10720875500497307,0.15596199101362604,-0.01870407481629934,0.007680222956040154
ACWI,20201030,504122.0,191.0,11588443,B/Q/N,78.39,78.14,-0.008627000000000001,0.043502133979517355,0.043502133979517355,0.0,-0.0031891822936599055,0.07242776875
ADM,20201030,582756.0,1079.0,6630166,B/Q/N,48.0,46.24,-0.073718,0.08789463189911083,0.08789463189911083,0.0,-0.036666666666666625,0.011932337121390775
ADMA,20201030,631423.0,7798.0,2030511,B/Q/N,2.03,1.99,-0.019704,0.31096753477326644,-0.02456973641714494,0.07137181281143747,-0.019704433497536856,0.023514898051917348
ADMP,20201030,1370612.0,1565.0,3459108,B/Q/N,0.73,0.7062,-0.035773,0.3962327860246052,0.030550379309159992,0.3663096492655574,-0.032602739726027306,0.036933542668836326
ADT,20201030,1013767.0,6405.0,3874515,B/Q/N,6.75,6.59,-0.029455,0.2616500387790472,0.09324255395590311,0.0034206034381622594,-0.023703703703703723,0.0050290056855502524
AEO,20201030,772719.0,154.0,5763775,B/Q/N,13.69,13.71,-0.000729,0.13406474055631942,-0.05600191628817325,0.2866545675341432,0.0014609203798393974,0.03469771114933774
AES,20201030,366714.0,0.0,5949754,Q/N,19.5,19.5,-0.0015359999999999998,0.061635153318943946,0.000386547904025418,0.2465634804653331,0.0,0.00894523436150971
AEZS,20201030,661557.0,54966.0,2076427,Q/N,0.325,0.3125,-0.055891,0.31860354349081377,0.31860354349081377,0.0,-0.03846153846153849,0.03312815808479999
AG,20201030,727937.0,2978.0,4084708,B/Q/N,10.22,10.25,0.017875000000000002,0.17821029067438848,-0.037492186026917534,0.08633481929383455,0.002935420743639859,0.019049365003367222
AGG,20201030,1096247.0,751.0,10610002,B/Q/N,117.45,117.2,-0.0027229999999999997,0.10332203518906029,0.023999142131888668,-0.09899993257361747,-0.0021285653469561515,0.0153835029723068
AGI,20201030,560581.0,0.0,3757614,B/Q/N,9.25,9.15,0.0,0.14918536071028052,0.016269671383352197,-0.3967615385220488,-0.010810810810810773,0.009599685044847256
AGNC,20201030,1487043.0,3708.0,7785865,B/Q/N,14.01,13.97,-0.00922,0.19099265142665586,0.04243008760035255,-0.05703419152057266,-0.0028551034975017237,0.014015526271750376
AIG,20201030,642142.0,800.0,6373919,B/Q/N,31.08,31.49,0.006392,0.1007452400948302,-0.06331944297003926,-0.142887936888641,0.013191763191763198,0.007399196850739215
AIHS,20201030,473967.0,3316.0,1690210,B/Q/N,1.1,1.03,-0.063636,0.2804190011892013,0.2804190011892013,0.0,-0.06363636363636369,0.03898192058648831
AIM,20201030,584963.0,2899.0,1390262,B/Q/N,1.98,2.07,0.035,0.42075738242144284,0.42075738242144284,0.0,0.045454545454545386,0.03502800654230087
AIRI,20201030,4379931.0,42278.0,17162710,B/Q/N,1.37,1.32,0.278203,0.2552004316334658,0.2552004316334658,0.0,-0.036496350364963535,0.5604884100742661
AIV,20201030,205065.0,2.0,3220536,B/Q/N,30.92,31.9,0.034371,0.06367418342785176,0.06367418342785176,0.0,0.031694695989650606,0.02163379916563457
AKBA,20201030,1684908.0,23793.0,7408356,B/Q/N,2.27,2.22,-0.022026,0.2274334548717691,-0.03697432083041338,0.06602014002065747,-0.022026431718061595,0.051691948347907246
AM,20201030,874826.0,6960.0,4820134,B/Q/N,5.92,5.73,-0.043406,0.18149412443720445,-0.004763056582297531,0.039755970449317404,-0.03209459459459451,0.010112756152506378
AMAT,20201030,756273.0,1924.0,7338657,B/Q/N,58.74,59.23,-0.0045379999999999995,0.1030533243344116,-0.02088136175435633,0.1623510841303389,0.008341845420497018,0.00803547081941864
AMC,20201030,3093810.0,64897.0,11013232,B/Q/N,2.48,2.36,-0.06349199999999999,0.2809175362872588,-0.02196973662652668,0.2226834588834303,-0.04838709677419359,0.19136941594009188
AMD,20201030,9214492.0,69241.0,51426174,B/Q/N,77.09,75.29,-0.034991,0.17917903050691658,-0.011939486918233544,-0.025077486797566117,-0.02334933194966918,0.042758523635405284
AMRN,20201030,303510.0,1340.0,3481525,B/Q/N,4.89,4.86,-0.012195000000000001,0.08717731453888741,-0.01821639537257079,0.2470587856030667,-0.006134969325153244,0.009028949274705421
AMWL,20201030,1195916.0,368.0,4102767,B/Q/N,27.0,25.81,-0.052843999999999995,0.29149010899229716,0.29149010899229716,0.0,-0.04407407407407412,0.020703852682496155
AMZN,20201030,1285501.0,10894.0,8396081,B/Q/N,3157.75,3036.1499,-0.054456,0.15310726516335418,0.008016464067467116,0.27545837292517844,-0.03850846330456816,0.016762336740712577
APA,20201030,1493913.0,4343.0,11479710,B/Q/N,8.21,8.3,0.013431,0.1301350818095579,0.0210823536943672,-0.09522372458986314,0.010962241169305706,0.03041315867982108
APHA,20201030,891178.0,77.0,4093460,B/Q/N,4.4407,4.5,0.0022270000000000002,0.2177077582289799,-0.005484461633824517,-0.02190116935743046,0.013353750534825671,0.01414751988995358
APLE,20201030,1014152.0,2159.0,4237677,B/Q/N,10.15,9.9,-0.020772,0.23931790931682617,0.23931790931682617,0.0,-0.02463054187192118,0.018984004027316793
APO,20201030,558326.0,2641.0,2489272,B/Q/N,37.91,36.86,-0.026413000000000002,0.22429288563081898,0.22429288563081898,0.0,-0.027697177525718736,0.010864638170701347
APOpA,20201030,2250.0,0.0,0,Q/N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPS,20201030,2490379.0,116467.0,10753448,B/Q/N,29.94,28.69,-0.100063,0.23158888200324212,0.019492205107985078,1.605225351205021,-0.041750167000668,0.12277911000191429
APRN,20201030,1041432.0,48725.0,3628084,B/Q/N,4.81,4.3,-0.11522600000000001,0.2870473781753675,0.03829594683453383,-0.09410819413600946,-0.106029106029106,0.26126427666756635
AR,20201030,1624902.0,2983.0,10380598,B/Q/N,3.6,3.4,-0.05292500000000001,0.15653260053033555,0.028014096044220088,0.024205171800026678,-0.0555555555555556,0.03863670246627351
ARCC,20201030,411976.0,1221.0,2268545,B/Q/N,13.81,13.83,-0.0064659999999999995,0.18160362699439508,0.18160362699439508,0.0,0.0014482259232439952,0.005367785778387051
ARCH,20201030,626906.0,1541.0,3034681,B/Q/N,29.89,30.55,0.023108,0.2065805269153496,0.2065805269153496,0.0,0.02208096353295417,0.20034482738132217
ARKK,20201030,374785.0,8322.0,4217091,B/Q/N,95.0,90.79,-0.054172000000000005,0.08887287469015964,-0.18207307288266994,1.0307720089858639,-0.04431578947368414,0.04012455756422455
ATI,20201030,932725.0,2788.0,3044786,B/Q/N,9.38,9.21,-0.024364,0.3063351578731642,0.09276421170596286,-0.211826488167118,-0.018123667377398713,0.024044782127985952
ATUS,20201030,1141851.0,31728.0,11149992,B/Q/N,26.19,26.95,0.020833,0.10240823491173805,0.05241430976791445,0.36424164688922706,0.029018709431080487,0.028450895618633693
ATVI,20201030,1392979.0,14379.0,11979403,B/Q/N,77.45,75.73,-0.026231,0.11628117027200771,0.04076553966047425,0.21327144057742445,-0.022207876049063897,0.015519933486178871
AUY,20201030,3168025.0,16004.0,23413046,B/Q/N,5.55,5.56,0.025830000000000002,0.13531024540762446,-0.05294636998553459,0.6334318962514301,0.0018018018018017634,0.024602218850350546
AVGR,20201030,746618.0,30689.0,2551225,Q/N,0.2501,0.2374,-0.06682400000000001,0.29265078540701034,-0.03778958400994176,0.370500470581157,-0.05077968812475006,0.030041951752029058
AVIR,20201030,291541.0,0.0,3575801,B/Q/N,27.02,30.34,35.887538,0.08153166241633693,0.08153166241633693,0.0,0.12287194670614361,0.06053632821996361
AXAS,20201030,1224227.0,16123.0,3038865,B/Q/N,1.46,1.63,0.108844,0.4028566586538066,0.4028566586538066,0.0,0.11643835616438351,0.3616204744114481
AXGT,20201030,2079837.0,138957.0,7458880,B/Q/N,2.6,2.13,-0.416438,0.27884038890557294,0.27884038890557294,0.0,-0.18076923076923085,0.15786079958257537
AXP,20201030,295914.0,3170.0,4736471,B/Q/N,90.8,91.24,0.001867,0.062475627951696526,0.0009522983982838476,-0.12594867858095196,0.004845814977973544,0.005882339199647568
AZN,20201030,580622.0,8206.0,4764666,B/Q/N,50.92,50.16,-0.017819,0.12185995828458909,0.024224786916647964,0.34830123359109905,-0.014925373134328459,0.003630785275785706
AZUL,20201030,733632.0,5182.0,3737875,B/Q/N,11.98,11.85,-0.036585,0.1962698057051132,-0.031032836793973895,0.5510884540052452,-0.010851419031719597,0.011337079549563919
BA,20201030,2946869.0,31197.0,15392753,B/Q/N,147.2,144.39,-0.0263,0.19144522100757416,-0.035246824932138876,0.058958583893802215,-0.019089673913043496,0.027266507646508426
BABA,20201030,1916221.0,10735.0,14923854,B/Q/N,308.55,304.69,-0.025179,0.12839987579615827,-0.024003091265651588,0.3364238063072764,-0.012510128018149453,0.0006894797882317234
BAC,20201030,5261882.0,56876.0,66499910,B/Q/N,23.49,23.7,0.006797,0.07912615220080749,-0.013727789237363675,0.15707792571942897,0.008939974457215873,0.007675341597091728
BAM,20201030,421428.0,821.0,4302324,B/Q/N,30.0,29.78,-0.012599,0.09795357113969101,0.0028979516874882427,-0.028035077564957135,-0.007333333333333295,0.002846498301526374
BB,20201030,535403.0,21208.0,3573867,Q/N,4.55,4.49,-0.02603,0.1498105553452325,0.1498105553452325,0.0,-0.013186813186813102,0.006394974263583078
BBBY,20201030,1424631.0,1880.0,8628394,B/Q/N,20.27,19.8,-0.035558,0.16510963685710225,0.05575028042532312,-0.0823616219208991,-0.023186975826344297,0.06847485083492848
BBD,20201030,2811071.0,4303.0,28724883,B/Q/N,3.53,3.5,-0.027778,0.09786187814933833,-0.0016712761134530657,-0.19182250464862213,-0.008498583569405044,0.006476707046254479
BBVA,20201030,554525.0,5262.0,4218025,B/Q/N,2.83,2.89,0.050909,0.13146555556214104,0.13146555556214104,0.0,0.021201413427561856,0.0006325879946206284
BCRX,20201030,998944.0,4128.0,4327352,B/Q/N,3.77,3.82,0.024129,0.23084417445125796,0.11508418376054709,0.2978276725817442,0.013262599469495973,0.024508462921508017
BCS,20201030,756545.0,10100.0,4013878,B/Q/N,5.51,5.53,0.016544,0.1884823106232925,-0.02194839451991612,-0.2700350462934421,0.003629764065335837,0.00023130687227881566
BE,20201030,3121337.0,123690.0,11924994,B/Q/N,13.99,12.64,-0.14130399999999999,0.2617474692230453,0.08790199473814603,1.28852510863543,-0.09649749821300926,0.11559474515039088
BGCP,20201030,479897.0,930.0,4831482,B/Q/N,2.9,2.95,0.010274,0.09932708017953912,-0.046642408879904146,0.2850933667762961,0.01724137931034492,0.015399102232979177
BHC,20201030,583652.0,2100.0,3035927,B/Q/N,16.64,16.5,-0.020772,0.1922483643381412,0.1922483643381412,0.0,-0.008413461538461573,0.008552071820200704
BIL,20201030,1072261.0,0.0,2486271,Q/N,91.53,91.53,0.0,0.4312727775853879,-0.11778131131572916,-0.06676798724997195,0.0,0.01670942776696529
BKLN,20201030,2473483.0,0.0,9749397,Q/N,21.54,21.5,-0.00232,0.2537062548586338,0.03350059135497643,-0.09317669526452695,-0.001857010213556135,0.04896733802109493
BKR,20201030,1113760.0,475.0,10456373,B/Q/N,14.26,14.77,0.029268000000000002,0.10651494547870471,-0.04569762431653057,0.09207289472755237,0.035764375876577825,0.01524659319001175
BLDR,20201030,708226.0,200.0,4407926,B/Q/N,32.0,30.3,0.009663,0.16067102759892068,0.16067102759892068,0.0,-0.05312499999999998,0.037764096630247435
BLRX,20201030,63930885.0,738210.0,213121324,B/Q/N,2.28,1.98,0.33783799999999997,0.2999741358588782,0.2999741358588782,0.0,-0.131578947368421,0.7108242024131385
BLV,20201030,807451.0,0.0,1792394,B/Q/N,110.2,109.49,-0.006893,0.4504874486301561,0.4504874486301561,0.0,-0.006442831215971034,0.037576394129979034
BMY,20201030,560015.0,25158.0,11156016,B/Q/N,57.71,58.45,0.009151,0.050198475871673184,-0.00626451129885415,0.2623994698744573,0.012822734361462518,0.004949573881498121
BMYr,20201030,155715.0,21200.0,0,Q/N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
