Symbol,Date,ShortVolume,ShortExemptVolume,TotalVolume,Market,Open,Close,Previous day's close change,Short Interest Ratio,Previous short delta,Previous volume delta,Open/Close change
ALLY,20201019,800131.0,2729.0,8919401,B/Q/N,29.06,28.45,-0.006287,0.08970680878682324,-0.05070099921317675,444623.0,-0.020991052993805902
AM,20201019,610468.0,3012.0,3851513,B/Q/N,6.5,6.57,0.020186000000000003,0.15850082811611957,1.8574116119551842e-05,1229150.0,0.010769230769230812
AMAT,20201019,415621.0,1187.0,5757543,B/Q/N,63.17,62.05,-0.015079,0.07218721597042349,-0.0311255700295765,-1083527.0,-0.01772993509577338
AMC,20201019,15320732.0,205850.0,40385068,B/Q/N,3.31,3.54,0.16447399999999998,0.3793662548742025,0.005608046874202521,21819263.0,0.06948640483383685
AMD,20201019,7831885.0,14676.0,36689114,B/Q/N,83.62,82.0,-0.014068,0.2134661796411873,0.0019316806411873166,5214820.0,-0.019373355656541552
AMRN,20201019,642131.0,0.0,3727433,B/Q/N,5.25,5.03,-0.023301,0.17227164109992052,0.04415121609992051,-1983928.0,-0.041904761904761854
AMTX,20201019,1774189.0,51457.0,4962842,B/Q/N,3.86,4.5,0.187335,0.3574945565464305,0.004859311546430489,2367486.0,0.1658031088082902
AMWL,20201019,461229.0,6476.0,2369219,B/Q/N,35.64,34.88,-0.018571,0.19467554497916825,0.19467554497916825,2369219.0,-0.021324354657687936
AMZN,20201019,744471.0,3811.0,5223626,B/Q/N,3299.6101,3207.21,-0.020013999999999997,0.14251996601594372,0.022718806015943713,-1250727.0,-0.02800333893995531
ANTE,20201019,712871.0,6000.0,2011150,B/Q/N,1.12,1.28,0.122807,0.35445938890684436,0.057794516906844395,-744606.0,0.14285714285714277
APA,20201019,1481050.0,460.0,10772223,B/Q/N,9.45,9.06,-0.033083999999999995,0.1374878704237742,0.022524952423774183,731020.0,-0.041269841269841144
APHA,20201019,2901224.0,13698.0,10372620,B/Q/N,4.64,4.68,0.006452,0.2797002107471401,-0.061909542252859884,2662281.0,0.008620689655172422
APO,20201019,294661.0,2680.0,2402586,B/Q/N,40.63,38.98,-0.036579,0.12264326854480963,-0.07883261645519037,-1006487.0,-0.04061038641397995
APPS,20201019,572096.0,7095.0,3511927,B/Q/N,39.05,36.43,-0.051055,0.16290088034290007,-0.011496056657099935,816937.0,-0.06709346991037125
APT,20201019,468090.0,2931.0,2330602,B/Q/N,14.85,15.52,0.065202,0.20084510353977214,0.20084510353977214,2330602.0,0.04511784511784511
AR,20201019,707060.0,0.0,6783187,B/Q/N,3.62,3.66,0.030986,0.10423713808863003,-0.09991233091136995,-737969.0,0.011049723756906087
ARCE,20201019,128162.0,0.0,1872433,Q/N,36.63,35.26,-0.032913,0.0684467748645746,0.0684467748645746,1872433.0,-0.03740103740103752
ARCO,20201019,92132.0,100.0,2495712,B/Q/N,4.14,4.09,-0.004866,0.03691611852649665,0.03691611852649665,2495712.0,-0.012077294685990296
ARKK,20201019,802824.0,5775.0,2480843,B/Q/N,104.11,102.25,-0.004963,0.32360935375596117,-0.026598758244038845,392302.0,-0.0178657189511094
ARRY,20201019,471314.0,200.0,3539564,B/Q/N,38.85,38.95,0.0,0.13315594802071667,-0.00405268897928332,-8718367.0,0.0025740025740026103
ATUS,20201019,658390.0,11396.0,6242042,B/Q/N,28.99,28.2,-0.015019,0.1054767013743259,-0.00820202762567411,3094118.0,-0.02725077612969987
ATVI,20201019,315570.0,1394.0,4463197,B/Q/N,82.28,80.08,-0.006697999999999999,0.0707049229509699,0.0707049229509699,4463197.0,-0.026737967914438537
AUMN,20201019,228441.0,0.0,1828797,Q/N,0.48,0.4736,0.00766,0.12491326265298992,0.12491326265298992,1828797.0,-0.013333333333333253
AUY,20201019,2536983.0,996.0,10765191,B/Q/N,6.0,5.81,-0.020236,0.23566539599715416,0.02790287199715419,-618941.0,-0.03166666666666673
AVGR,20201019,1622572.0,2500.0,6730901,Q/N,0.298,0.3078,0.034274,0.241063120672849,0.241063120672849,6730901.0,0.03288590604026856
AVTR,20201019,1574644.0,200.0,6716093,B/Q/N,24.53,24.26,-0.008177,0.23445833760789198,0.064678590607892,2740342.0,-0.011006930289441483
AVXL,20201019,504231.0,2854.0,2965583,B/Q/N,4.93,5.275,0.08987600000000001,0.17002761345745507,0.17002761345745507,2965583.0,0.0699797160243409
AXAS,20201019,343284.0,26885.0,1920696,Q/N,2.25,2.19,-0.243262,0.1787289607517275,-0.08268493524827253,-7578252.0,-0.02666666666666669
AXGT,20201019,699495.0,15888.0,2501271,B/Q/N,3.9,3.61,-0.039894,0.2796558229795972,0.026054666979597185,-262147.0,-0.07435897435897437
AYTU,20201019,660676.0,3817.0,1963818,B/Q/N,1.03,1.02,-0.009709,0.3364242511271411,0.0431242681271411,-254624.0,-0.009708737864077678
AZN,20201019,250544.0,100.0,3143676,B/Q/N,53.23,52.44,-0.011126,0.07969778056008317,0.07969778056008317,3143676.0,-0.01484125493142963
BA,20201019,3893703.0,10711.0,16519618,B/Q/N,169.09,167.11,-0.001434,0.23570175775250976,-0.031186543247490234,-15261007.0,-0.011709740374948192
BABA,20201019,2845914.0,13371.0,14107284,B/Q/N,309.89,305.29,-0.006573,0.20173365759135495,0.030714408591354964,1760820.0,-0.014843976895027158
BAC,20201019,4951106.0,9878.0,51377925,B/Q/N,24.3,23.72,-0.021452,0.09636640638951456,0.004888641389514559,-6979797.0,-0.02386831275720172
BB,20201019,646507.0,200.0,4816427,B/Q/N,5.05,5.19,0.042169,0.13422958554131517,0.003852609541315166,-1173557.0,0.027722772277227838
BBBY,20201019,918197.0,1347.0,7890828,B/Q/N,25.04,24.89,0.002215,0.1163625667673912,-0.0291650322326088,-3529693.0,-0.005990415335463202
BBD,20201019,2097542.0,4748.0,20734170,B/Q/N,3.63,3.68,0.025070000000000002,0.10116353825593212,-0.028350367744067864,2394371.0,0.013774104683195666
BCRX,20201019,2204639.0,6499.0,7009313,B/Q/N,3.86,3.565,-0.072822,0.3145299689142146,0.1797293179142146,3817867.0,-0.07642487046632122
BDR,20201019,806389.0,5477.0,1952135,B/Q/N,1.11,1.44,0.274224,0.4130805502693205,0.4130805502693205,1952135.0,0.29729729729729715
BE,20201019,593511.0,2448.0,3769714,B/Q/N,18.96,18.32,-0.028632,0.1574419173443927,-0.12662458765560733,-1849185.0,-0.03375527426160341
BEST,20201019,615918.0,3646.0,2476815,B/Q/N,2.66,2.61,0.003846,0.24867339708456224,0.24867339708456224,2476815.0,-0.018796992481203107
BHAT,20201019,991363.0,2493.0,3068481,B/Q/N,0.9803,0.9422,0.059128,0.32307939987244505,0.32307939987244505,3068481.0,-0.03886565337141683
BILI,20201019,335989.0,643.0,4005541,B/Q/N,44.0,44.0,0.004108,0.08388105377026474,-0.11070498422973528,556902.0,0.0
BIMI,20201019,24352146.0,247617.0,91515719,B/Q/N,3.73,2.68,0.38144300000000003,0.2660979585375929,0.2660979585375929,91515719.0,-0.2815013404825737
BKLN,20201019,1384368.0,0.0,3810905,B/Q/N,21.74,21.74,-0.000919,0.3632648937719518,0.1897279117719518,-1237068.0,0.0
BKR,20201019,944101.0,257.0,7472115,B/Q/N,13.38,13.11,-0.002283,0.12634990226997309,-0.034143756730026925,-437967.0,-0.020179372197309517
BKYI,20201019,756193.0,10774.0,2444187,B/Q/N,0.46,0.455,-0.03438,0.30938426560651866,0.0005743366065186772,288165.0,-0.010869565217391313
BLNK,20201019,367583.0,20219.0,2457415,B/Q/N,9.91,9.22,-0.056295000000000005,0.14958116557439424,-0.15165123142560574,-2300307.0,-0.06962663975782034
BMY,20201019,1090950.0,3304.0,10999136,B/Q/N,61.8,60.77,-0.0076749999999999995,0.09918506326315085,0.037365126263150854,1613523.0,-0.01666666666666657
BND,20201019,1389629.0,1.0,5206595,B/Q/N,88.01,87.99,-0.0009080000000000001,0.2668978478256903,-0.04797691617430966,1781808.0,-0.0002272469037610525
BNDX,20201019,941307.0,0.0,1904496,B/Q/N,58.45,58.46,-0.000257,0.4942551730221539,0.23446667602215387,-139255.0,0.00017108639863127475
BNGO,20201019,964872.0,10132.0,2803866,B/Q/N,0.57,0.56,-0.022345999999999998,0.34412200868372456,0.08631822368372455,287619.0,-0.01754385964912263
BNTX,20201019,647837.0,2498.0,2800200,B/Q/N,96.23,93.92,-0.001807,0.2313538318691522,0.037412614869152205,7725.0,-0.024004988049464847
BORR,20201019,450711.0,13440.0,1835448,Q/N,0.4792,0.465,0.040967,0.2455591223505106,-0.05208962064948938,-607586.0,-0.029632721202003318
BOXL,20201019,682134.0,1048.0,1866461,B/Q/N,1.68,1.61,-0.041666999999999996,0.3654691954452839,0.3654691954452839,1866461.0,-0.041666666666666574
BP,20201019,1510401.0,12214.0,14844013,B/Q/N,16.21,16.03,-0.013538,0.10175152770345863,-0.008535886296541367,-2935441.0,-0.011104256631708803
BRK/B,20201019,368864.0,1368.0,0,B/Q/N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSX,20201019,685368.0,22658.0,11197193,B/Q/N,38.51,37.77,-0.01743,0.061208911912119406,-0.002428394087880585,-7362408.0,-0.019215788106985068
BTG,20201019,563747.0,764.0,3416312,B/Q/N,6.99,6.77,-0.014556,0.16501625144307663,-0.038986203556923366,-742785.0,-0.031473533619456456
BTU,20201019,857639.0,13708.0,2336989,B/Q/N,1.66,1.53,-0.072727,0.3669846113952612,0.048423864395261196,256243.0,-0.07831325301204813
C,20201019,2269102.0,15850.0,22793574,B/Q/N,43.35,42.9,-0.006715,0.09955007494656169,-0.01676722005343831,-3213513.0,-0.010380622837370308
CAKE,20201019,663261.0,4353.0,2801081,B/Q/N,30.97,32.3,0.059711,0.23678751167852696,0.23678751167852696,2801081.0,0.042944785276073566
CARR,20201019,924290.0,2210.0,5529276,B/Q/N,32.8,32.32,-0.013431,0.16716293417076666,0.13896297417076667,1806292.0,-0.01463414634146332
CBAT,20201019,596098.0,78673.0,2976408,B/Q/N,3.29,3.04,-0.070336,0.2002742903526667,-0.12038180464733328,-2231798.0,-0.07598784194528875
CBL,20201019,936710.0,37366.0,4917192,B/Q/N,0.168,0.154,-0.043478,0.19049693402250714,-0.047060562977492865,823080.0,-0.0833333333333334
CCL,20201019,5262198.0,43001.0,28037825,B/Q/N,14.21,14.15,0.004972,0.18768210444283748,-0.057291178557162536,-11490808.0,-0.004222378606615095
CCNC,20201019,7090929.0,100024.0,30399554,B/Q/N,3.0,2.29,1.081818,0.23325766555654073,0.04087075455654071,26679566.0,-0.23666666666666666
CCO,20201019,719839.0,6918.0,2791563,B/Q/N,0.991,0.9671,-0.061068,0.25786235166464094,0.25786235166464094,2791563.0,-0.024117053481332022
CDEV,20201019,1646703.0,79.0,4147132,B/Q/N,0.6866,0.635,-0.07971,0.3970703126883832,0.037707907688383224,2560419.0,-0.07515292746868625
CEI,20201019,1366313.0,16858.0,5214484,B/Q/N,0.8916,0.8173,-0.110373,0.26202266609697145,0.00414585909697146,-1277709.0,-0.08333333333333325
CFG,20201019,566882.0,15164.0,4454623,B/Q/N,26.92,26.64,0.001127,0.12725700917900348,-0.006217019820996511,-4562944.0,-0.010401188707280873
CGC,20201019,2978026.0,13659.0,14371410,B/Q/N,17.88,19.81,0.115428,0.20721877672406536,0.020966181724065364,11604866.0,0.10794183445190156
CHWY,20201019,1318113.0,4826.0,4217542,B/Q/N,68.02,68.89,0.024539,0.31253109038392507,0.06837168438392505,-3931544.0,0.012790355777712505
CIDM,20201019,811994.0,13644.0,3601891,Q/N,0.6,0.58,-0.031558,0.22543547264478575,-0.037202113355214284,-6100338.0,-0.03333333333333337
CIT,20201019,910422.0,1208.0,8731216,B/Q/N,25.1,26.33,0.053200000000000004,0.1042720739012756,-0.07467777509872439,-15266826.0,0.04900398406374489
CJJD,20201019,2369435.0,40337.0,7020209,Q/N,1.0,1.12,0.224044,0.33751630471400496,0.33751630471400496,7020209.0,0.1200000000000001
CLDR,20201019,733129.0,9438.0,3940849,B/Q/N,10.76,10.4,-0.028945,0.18603326339070592,0.050560387390705924,578604.0,-0.03345724907063192
CLF,20201019,2248572.0,7801.0,12982557,B/Q/N,7.64,7.85,0.031537,0.173199470643572,-0.02433243935642801,7105704.0,0.027486910994764396
CLVS,20201019,1156616.0,21209.0,3949196,B/Q/N,6.0,5.72,-0.045872,0.29287379000687735,-0.02778375999312266,-1416179.0,-0.04666666666666671
CMCSA,20201019,1183010.0,2155.0,17520400,B/Q/N,45.56,44.33,-0.026997,0.06752186023150156,-0.04714197476849845,4158445.0,-0.02699736611062344
CNK,20201019,3137333.0,78374.0,19443381,B/Q/N,8.06,8.39,0.06743,0.16135737915129061,-0.07507081884870939,11501989.0,0.04094292803970224
COP,20201019,2495420.0,7469.0,21684148,B/Q/N,34.12,32.7,-0.031685,0.11508038037740749,0.035011212377407494,13371048.0,-0.04161781946072669
COTY,20201019,1179026.0,16374.0,7547816,B/Q/N,3.24,3.21,-0.015337,0.15620757050781311,0.02917693850781311,2251865.0,-0.009259259259259335
CPE,20201019,639085.0,9423.0,2418274,B/Q/N,4.71,4.53,-0.029979,0.2642731965029604,-0.037900715497039605,97895.0,-0.03821656050955408
CPRI,20201019,409726.0,0.0,3028776,B/Q/N,21.57,21.52,0.008908000000000001,0.1352777491633584,0.1352777491633584,3028776.0,-0.0023180343069077753
CRBP,20201019,2045710.0,419.0,5463246,B/Q/N,1.1044,1.02,-0.081081,0.37444954885795,0.09171969285795001,3113862.0,-0.07642158638174577
CREE,20201019,759266.0,501.0,2566206,B/Q/N,73.4,73.93,0.037031999999999995,0.2958710251632176,0.2958710251632176,2566206.0,0.0072207084468665
CRON,20201019,616504.0,100.0,3847560,B/Q/N,5.47,5.75,0.058932000000000005,0.16023245901298486,0.16023245901298486,3847560.0,0.051188299817184695
CRSR,20201019,671233.0,1866.0,4006961,B/Q/N,20.68,20.06,0.044792,0.16751672901233627,0.16751672901233627,4006961.0,-0.029980657640232156
CRWD,20201019,524581.0,5314.0,3149154,B/Q/N,146.72,144.66,-0.004679,0.16657838898955085,0.16657838898955085,3149154.0,-0.014040348964013101
CSCO,20201019,2047363.0,23131.0,19600466,B/Q/N,40.15,39.3,-0.021414,0.10445481245190803,0.015815055451908047,-1694651.0,-0.021170610211706138
CSIQ,20201019,451801.0,600.0,2499925,B/Q/N,38.48,39.46,0.039242,0.18072582177465324,0.18072582177465324,2499925.0,0.025467775467775573
CTRM,20201019,914461.0,12500.0,4680664,B/Q/N,0.1554,0.1559,0.003218,0.19536993042012843,-0.09295370857987154,1380612.0,0.0032175032175032203
CTVA,20201019,240368.0,4888.0,5716511,B/Q/N,34.26,33.52,-0.016432,0.042048025447690034,0.042048025447690034,5716511.0,-0.021599532983070487
CTXR,20201019,1020186.0,6185.0,2761404,B/Q/N,1.14,1.2,0.081081,0.36944467379637314,0.36944467379637314,2761404.0,0.052631578947368474
CVS,20201019,793533.0,3019.0,6983876,B/Q/N,60.06,58.78,-0.013593,0.11362358094559526,0.01723520594559526,161269.0,-0.02131202131202133
CVX,20201019,783055.0,12027.0,8357059,B/Q/N,73.11,71.28,-0.022088,0.09369982909059275,0.0015010360905927528,-948898.0,-0.02503077554370125
CXO,20201019,1063543.0,5100.0,13275647,B/Q/N,49.13,47.26,-0.027572,0.08011232898856079,0.08011232898856079,13275647.0,-0.03806228373702431
DAL,20201019,2273939.0,16925.0,14588703,B/Q/N,31.7,31.5,0.000953,0.15586985354352612,0.005843932543526109,3445142.0,-0.006309148264984205
DBX,20201019,728316.0,694.0,3649584,B/Q/N,20.55,19.89,-0.021161,0.19956137466626334,0.19956137466626334,3649584.0,-0.03211678832116789
DD,20201019,203941.0,2709.0,3827937,B/Q/N,59.35,58.44,-0.012337,0.05327700011781803,0.05327700011781803,3827937.0,-0.015332771693344628
DDD,20201019,805974.0,8325.0,5330161,B/Q/N,6.89,6.95,0.026587999999999997,0.151210066637762,-0.017877632362237994,2401314.0,0.008708272859216328
DGLY,20201019,954217.0,5069.0,2414881,B/Q/N,2.21,2.13,-0.044843,0.3951403816585579,0.3951403816585579,2414881.0,-0.036199095022624465
DHF,20201019,566533.0,750.0,2939075,B/Q/N,2.72,2.685,-0.012868,0.19275894626710785,-0.014995363732892147,666713.0,-0.01286764705882358
DHY,20201019,789578.0,0.0,3852069,B/Q/N,2.15,2.09,-0.004762,0.20497504068592748,-0.06853729231407252,1557167.0,-0.027906976744186074
DIS,20201019,1161173.0,21395.0,6576923,B/Q/N,127.37,124.23,-0.020345,0.17655262194798388,0.007351501947983868,281811.0,-0.024652586951401434
DKNG,20201019,11501145.0,80492.0,49951435,B/Q/N,44.43,44.58,0.005413,0.23024653846280893,-0.05543721353719108,10655763.0,0.0033760972316002383
DLPN,20201019,1122258.0,38382.0,3291886,Q/N,0.73,0.7566,0.037291,0.3409164229867012,0.3409164229867012,3291886.0,0.03643835616438366
DOCU,20201019,587687.0,2109.0,2981131,B/Q/N,237.07,228.41,-0.026385000000000002,0.19713558377676124,-0.01939919522323874,423528.0,-0.0365292951448939
DOGZ,20201019,1085699.0,9644.0,4282850,B/Q/N,1.09,1.85,0.608696,0.2534991886243973,0.2534991886243973,4282850.0,0.6972477064220183
DOYU,20201019,630895.0,6393.0,3982387,B/Q/N,15.45,15.88,0.039266999999999996,0.15842131867144002,0.003193477671440015,-451212.0,0.027831715210356087
DPHC,20201019,494922.0,3996.0,1953191,B/Q/N,22.84,21.75,-0.05558,0.2533915013943849,0.2533915013943849,1953191.0,-0.04772329246935201
DS,20201019,580966.0,9304.0,2220550,B/Q/N,1.13,1.17,0.035398,0.2616315777622661,0.2616315777622661,2220550.0,0.03539823008849561
DT,20201019,613450.0,0.0,2609739,B/Q/N,43.17,43.87,0.022372,0.23506182035828105,0.23506182035828105,2609739.0,0.016214964095436546
DUST,20201019,246055.0,4800.0,3184643,B/Q/N,17.62,18.66,0.034942,0.07726297735727364,-0.037353343642726355,-951644.0,0.05902383654937566
DVAX,20201019,697225.0,5210.0,2607679,B/Q/N,4.47,4.26,-0.040541,0.2673737833529357,0.0020133953529357096,-126399.0,-0.046979865771812075
DVN,20201019,846399.0,8348.0,8942918,B/Q/N,9.05,8.86,-0.010056,0.09464461152388963,-0.015435369476110364,-196355.0,-0.020994475138121686
DXF,20201019,3924346.0,136785.0,12029558,B/Q/N,1.25,1.54,0.294118,0.3262252860828303,-0.004446211917169707,8968136.0,0.23200000000000004
EBAY,20201019,788251.0,743.0,6721190,B/Q/N,56.43,54.32,-0.027046,0.11727848788681766,0.011458042886817663,553998.0,-0.03739145844409001
EBC,20201019,1475975.0,40798.0,5884365,B/Q/N,11.92,11.89,-0.001679,0.2508299536143662,0.12436361261436621,-124554.0,-0.0025167785234898794
EDSA,20201019,521063.0,2812.0,2263727,B/Q/N,9.2,7.71,0.0012989999999999998,0.23017925748113618,0.23017925748113618,2263727.0,-0.16195652173913036
EEM,20201019,2281550.0,0.0,30869535,B/Q/N,45.7,45.43,-0.002853,0.07390943854515464,-0.056927906454845356,-741990.0,-0.005908096280087595
EFA,20201019,945963.0,131.0,14736365,B/Q/N,65.09,64.5,-0.003707,0.06419242465831974,0.007488109658319746,-1056225.0,-0.00906437240743591
EMB,20201019,747664.0,0.0,3641586,Q/N,112.27,111.48,-0.005797,0.20531274010829348,-0.08068832589170655,943152.0,-0.007036608176716773
EMR,20201019,708581.0,9947.0,3219543,B/Q/N,70.33,69.96,-0.004553,0.22008744719359238,0.10395880419359238,371374.0,-0.00526091283947113
ENDP,20201019,1789203.0,2506.0,10180833,B/Q/N,4.95,5.64,0.13253,0.1757422992794401,0.05617835927944011,5414053.0,0.1393939393939393
ENPH,20201019,927009.0,600.0,3303933,B/Q/N,111.485,114.69,0.034735,0.2805774209101698,0.1279530449101698,-547077.0,0.02874826209804008
ENSV,20201019,1667528.0,52819.0,5078533,B/Q/N,0.155,0.1449,-0.042933000000000006,0.3283483635923996,-0.058519803407600435,2885587.0,-0.06516129032258063
EOG,20201019,798495.0,6047.0,8378310,B/Q/N,37.53,36.19,-0.032869999999999996,0.09530501974741923,0.004279841747419216,-1882829.0,-0.03570476951771925
EPD,20201019,1489842.0,13957.0,7842786,B/Q/N,17.26,17.12,-0.00523,0.18996336250918996,-0.032572377490810045,1389499.0,-0.008111239860950206
ERIC,20201019,1555023.0,131.0,12575083,B/Q/N,11.02,10.94,0.02243,0.12365906451671134,-0.10023227948328865,3257474.0,-0.007259528130671513
ESGC,20201019,865001.0,26482.0,2817518,B/Q/N,2.32,2.42,0.047618999999999995,0.30700815398517417,0.30700815398517417,2817518.0,0.043103448275862113
ET,20201019,3592583.0,24818.0,15606493,B/Q/N,6.05,5.88,-0.023256000000000002,0.23019796952460747,0.006445672524607482,-4769423.0,-0.028099173553718996
ETRN,20201019,256781.0,0.0,3495765,Q/N,8.17,8.21,0.011084,0.0734548804052904,0.010569799405290403,-1361651.0,0.004895960832313455
EVFM,20201019,493204.0,2120.0,2005539,B/Q/N,2.85,2.82,-0.013986,0.24592092200650298,-0.06483974999349704,90036.0,-0.01052631578947377
EWG,20201019,165273.0,62.0,4837256,Q/N,29.73,29.4,-0.007092,0.03416668458316037,-0.007979534416839636,-344134.0,-0.0110998990918265
EWH,20201019,432325.0,0.0,7123300,Q/N,22.01,21.87,-0.0013700000000000001,0.06069167380287226,0.001885952802872265,-615845.0,-0.006360745115856454
EWJ,20201019,362767.0,1.0,4465225,B/Q/N,59.24,58.97,0.001188,0.08124271453286229,-0.05608307646713771,522841.0,-0.0045577312626604175
EWT,20201019,469284.0,0.0,4272083,B/Q/N,46.2,45.88,0.004598,0.10984898935718243,-0.015600647642817572,-741961.0,-0.0069264069264069325
EWZ,20201019,1199650.0,0.0,19925240,B/Q/N,28.89,28.88,0.007676,0.06020755584374392,-0.046705060156256084,-1403805.0,-0.00034614053305647503
EXC,20201019,1010116.0,3289.0,8246954,B/Q/N,41.87,41.86,-0.005464,0.12248352543254151,-0.005371995567458487,1730411.0,-0.00023883448769997638
EXEL,20201019,737734.0,3200.0,2171796,B/Q/N,23.74,22.57,-0.028412000000000003,0.3396884421925448,0.3396884421925448,2171796.0,-0.049283909014321746
EXPR,20201019,851947.0,32433.0,2494958,B/Q/N,0.7692,0.7506,-0.00332,0.34146747159671625,0.11330408759671626,-929737.0,-0.024180967238689483
EYPT,20201019,531256.0,5163.0,1754182,Q/N,0.5,0.491,0.022704,0.30285112947231246,0.30285112947231246,1754182.0,-0.018000000000000016
EZU,20201019,181223.0,0.0,5278150,B/Q/N,39.33,38.92,-0.004858,0.03433456798310014,-0.014460348016899854,-1755677.0,-0.010424612255275785
F,20201019,8115878.0,48893.0,38960741,B/Q/N,7.68,7.59,-0.01043,0.20830912841211105,-0.040984574587888956,-8548670.0,-0.011718749999999983
FAMI,20201019,3590223.0,110580.0,10098012,B/Q/N,1.0,1.16,0.126214,0.3555376048275641,-0.012394615172435897,4054619.0,0.15999999999999992
FANG,20201019,1135014.0,3568.0,4017748,B/Q/N,29.68,28.04,-0.04267699999999999,0.2825000472901735,0.016868839290173465,1234182.0,-0.055256064690026974
FAZ,20201019,253634.0,22712.0,2689220,B/Q/N,13.05,13.83,0.045351,0.09431508020913128,0.09431508020913128,2689220.0,0.059770114942528686
FB,20201019,1876933.0,14836.0,13586955,B/Q/N,265.53,261.4,-0.017035,0.13814228427193584,0.0044788162719358315,-3035747.0,-0.015553798064248845
FCEL,20201019,2570031.0,5183.0,11031360,B/Q/N,2.35,2.32,-0.004292000000000001,0.2329749912975372,-0.04665102070246277,215181.0,-0.012765957446808616
