Symbol,Date,ShortVolume,ShortExemptVolume,TotalVolume,Market,Open,Close,Previous day's close change,Short Interest Ratio,Previous short interest % change,Previous volume delta,Previous close % change,Total Volume/Shares Outstanding
BNDX,20201104,1194935.0,0.0,12231311,B/Q/N,58.45,58.45,0.002401,0.0976947606025225,-0.20668687276753808,3.3015242222302716,0.0,0.021005854294881703
BP,20201104,1599847.0,3984.0,15736635,B/Q/N,16.13,16.13,-0.00309,0.1016638563454004,0.0062795290883574245,-0.2557568216385553,0.0,0.0007764425840735243
BSV,20201104,778562.0,0.0,1623261,B/Q/N,82.78,82.85,0.001572,0.4796283530498176,0.1986887101177362,0.04480212453995549,0.0008456148828218553,0.004830953616103275
BSX,20201104,1681048.0,1130.0,14830691,B/Q/N,35.5,35.29,0.0039829999999999996,0.1133492701048117,0.06608384680318972,0.5923883090429376,-0.005915492957746503,0.010366221847439603
BTG,20201104,2402543.0,2768.0,8214178,B/Q/N,6.82,6.4,-0.054653,0.29248733105126284,0.06528747247923963,0.23691926739344263,-0.06158357771260996,0.007858368902452718
BX,20201104,645765.0,122.0,6457737,B/Q/N,52.63,54.95,0.057137,0.0999986527788295,-0.0025728355903532063,1.3222570323237686,0.04408132243967319,0.009487174448483153
C,20201104,2350524.0,5715.0,25926010,B/Q/N,42.53,42.08,-0.03331,0.09066277456500248,0.01885739383624907,-0.13537404012748674,-0.010580766517752242,0.01245245437079731
CARR,20201104,1403027.0,7180.0,9038630,B/Q/N,35.63,36.78,-0.004601,0.15522562600748122,0.005118847665773557,0.34241591586172626,0.03227617176536622,0.010428940545566038
CAT,20201104,1595327.0,9174.0,9061979,B/Q/N,159.18,155.23,-0.074304,0.17604620359415973,0.058744928210464856,0.8709327969787524,-0.02481467521045368,0.01673475340534877
CCL,20201104,6615633.0,70288.0,27531035,B/Q/N,13.69,13.34,-0.026987999999999998,0.24029728631706,-0.0012193514390647642,0.039105038473559624,-0.025566106647187704,0.038207384040608486
CDE,20201104,313970.0,4283.0,3450971,B/Q/N,7.75,7.45,-0.043646000000000004,0.09098019079267836,0.019265244804609352,-0.4463693249771992,-0.03870967741935481,0.014158752574778074
CGC,20201104,4261322.0,132361.0,15664131,B/Q/N,19.15,19.0,-0.071359,0.27204330709440566,0.0018754868231714017,0.17103318442855867,-0.007832898172323686,0.04219043027985736
CHNG,20201104,288246.0,5.0,3163594,B/Q/N,14.76,15.24,0.043121,0.091113461461869,0.04314396713219636,0.18153226755205815,0.032520325203252064,0.010396393521185045
CL,20201104,505319.0,200.0,5653331,B/Q/N,83.35,83.86,0.009023999999999999,0.08938429396757416,-0.03481900885111691,0.06107376705492223,0.006118776244751112,0.0065953529754513435
CLDR,20201104,479866.0,5100.0,3794519,B/Q/N,10.29,10.22,0.014896,0.1264629324559977,-0.010948074537112745,0.07964401090080754,-0.00680272108843523,0.012139919070000282
CLF,20201104,4805187.0,24220.0,13963732,B/Q/N,8.09,7.71,-0.068841,0.3441191079863177,0.14473730074930918,0.5606519501650261,-0.046971569839307774,0.03497563619903249
CLVS,20201104,995323.0,9369.0,5404591,B/Q/N,5.19,5.67,0.103113,0.18416250184334024,-0.19186260842669964,0.7768767605726414,0.09248554913294788,0.0612744501432043
CMCSA,20201104,1360986.0,39438.0,23062446,B/Q/N,44.27,43.7,0.025339999999999998,0.05901308126640167,0.01756835300175475,0.11082331454654773,-0.0128755364806867,0.005051042112861349
CNC,20201104,920289.0,448.0,9041873,B/Q/N,64.0,63.99,-0.010056,0.10178079254154532,0.032696726435347975,0.9401578841210373,-0.00015624999999996891,0.01559487607609994
CNK,20201104,1322867.0,1347.0,6870231,B/Q/N,8.5,8.54,-0.011574,0.1925505852714414,-0.012581673462121412,-0.1060748951332294,0.004705882352941076,0.058383593657052535
CNX,20201104,539663.0,182.0,5293298,B/Q/N,9.21,8.92,-0.039828,0.10195212889960097,-0.07724655979678151,-0.29391267740228916,-0.03148751357220422,0.023575163256608626
COG,20201104,871661.0,1552.0,7653124,B/Q/N,16.73,16.01,-0.047023999999999996,0.11389610308156513,-0.027809668287175418,0.40679943883343234,-0.04303646144650322,0.019200979188410166
COMM,20201104,383963.0,1076.0,2872833,Q/N,9.63,9.67,0.014690000000000002,0.13365308738795467,-0.016190151457493474,-0.022044260771584872,0.004153686396676962,0.014596727061980463
COP,20201104,2888520.0,5416.0,15178342,B/Q/N,29.59,30.38,0.036506,0.19030537063929645,0.061569203125716926,0.25117038012779325,0.026698208854342653,0.014212500063298416
CPE,20201104,364413.0,8220.0,2481849,B/Q/N,5.68,5.6,-0.027778,0.14683125363388344,-0.12391643477400743,-0.32090168509811134,-0.014084507042253534,0.062436476391123166
CRON,20201104,1971086.0,790.0,6909083,B/Q/N,5.79,5.54,-0.08278100000000001,0.2852890897388264,0.14561091826050004,0.216791235545164,-0.04317789291882556,0.01974664622719462
CRSR,20201104,453042.0,1900.0,3820264,B/Q/N,25.1,26.58,0.063625,0.11858918650648227,-0.014448849189136845,0.2138099146165976,0.05896414342629469,0.041592709523982994
CSCO,20201104,1971936.0,30383.0,30108648,B/Q/N,37.0309,36.57,-0.002999,0.06549400690459432,-0.016437597111542662,0.10115082193939105,-0.012446362362243486,0.0071330273664178745
CSX,20201104,592895.0,1651.0,6448961,B/Q/N,85.48,84.83,0.007243,0.0919365150448266,0.02965502469314451,0.15192168814260124,-0.007604117922321077,0.008432494987630074
CVS,20201104,1039636.0,14455.0,11179087,B/Q/N,61.25,60.37,0.015475000000000001,0.09299829225767721,0.00041268105400640853,0.5626473575893344,-0.014367346938775552,0.008542108603748237
CVX,20201104,903617.0,11888.0,10921180,B/Q/N,70.78,71.77,0.00041799999999999997,0.08273986876875943,-0.018169023275609306,0.26873136969962547,0.013987001977959802,0.005673187186835073
CXW,20201104,2002923.0,36930.0,7107083,B/Q/N,6.94,6.46,-0.139814,0.28182068508275476,0.1021877407570185,1.2822430908923925,-0.06916426512968306,0.059408470241564794
CYH,20201104,1463964.0,102969.0,6226154,B/Q/N,8.24,7.46,-0.118203,0.23513135075039904,-0.0647538345937313,-0.17785655100471076,-0.09466019417475731,0.05204902565898322
D,20201104,424227.0,6536.0,3768224,B/Q/N,82.9,82.7,-0.002533,0.11258009078016594,0.03545850960396005,-0.1720638246356133,-0.0024125452352231945,0.004485255547729546
DAL,20201104,1480232.0,4550.0,12307684,B/Q/N,30.91,30.43,-0.01521,0.12026893118152855,-0.0005271851095117186,-0.1367824626837146,-0.015528955030734403,0.019299077971344683
DB,20201104,757690.0,100.0,4688350,B/Q/N,10.05,9.92,-0.0040160000000000005,0.1616112278306867,0.1263313236123889,-0.5146366801888096,-0.012935323383084655,0.0022684395929472726
DBX,20201104,832823.0,8183.0,8434460,B/Q/N,18.6,18.55,0.019231,0.09874052399323727,-0.007939962840488354,0.5678664757718914,-0.0026881720430107906,0.026733045862796453
DDD,20201104,583845.0,3705.0,4037245,B/Q/N,6.21,5.91,-0.052885,0.14461470631581685,-0.00015899386961867878,0.08846848809389649,-0.048309178743961324,0.03332844787915483
DFEN,20201104,439729.0,36072.0,7375000,B/Q/N,10.55,10.46,-0.000955,0.059624271186440675,-0.027125921731650973,0.560483603919427,-0.008530805687203777,0.34064663553595215
DIA,20201104,943198.0,3584.0,6738652,B/Q/N,275.9,278.51,0.014054,0.13996834975303665,-0.01724278454474229,0.5516076051349604,0.009459949256977216,0.08008583781676942
DIS,20201104,927909.0,8020.0,7473598,B/Q/N,123.58,125.07,0.008466,0.12415827022004662,-0.004924448621344488,-0.08242442547151974,0.012056967146787464,0.004135769749280485
DISCA,20201104,810467.0,603.0,6833837,B/Q/N,21.0,20.53,-0.027936000000000002,0.11859618542262568,-0.005859546262902124,0.2497596523559007,-0.022380952380952328,0.04265664053990188
DKNG,20201104,8499606.0,28903.0,28403742,B/Q/N,39.43,39.46,0.053109,0.2992424730516141,0.057567579223603504,0.45009102206615037,0.0007608419984783449,0.07509412747326477
DNKN,20201104,247693.0,1566.0,6135837,Q/N,106.02,106.19,0.0015090000000000001,0.04036824967807978,-0.016025227791149496,0.02213763042346208,0.0016034710431994126,0.07444861305198452
DOW,20201104,745698.0,27.0,4538098,B/Q/N,47.95,46.45,-0.046787999999999996,0.1643195012536089,0.01917752585875035,0.3779128198993277,-0.03128258602711157,0.006118081860383906
DT,20201104,483364.0,28822.0,5545848,B/Q/N,36.59,36.33,0.026851,0.08715781608150819,-0.018598992603952175,0.14984156590072734,-0.007105766602897106,0.01965939919534277
DUST,20201104,554772.0,8432.0,4865086,B/Q/N,18.07,18.9,0.044775999999999996,0.11403128331133304,-0.015002127762010417,-0.0600318907283687,0.04593248478140555,0.9337670491045303
DVN,20201104,3001721.0,815.0,16184629,B/Q/N,9.71,9.81,0.017635,0.18546739625604022,0.0916740934257058,0.7291355278028075,0.010298661174047336,0.04231275555555555
EBAY,20201104,1921389.0,41144.0,16554904,B/Q/N,49.47,47.82,-0.022486000000000003,0.1160616213781729,0.03206283131650309,0.8581088035359831,-0.033353547604608826,0.024015637135501477
EEM,20201104,10017846.0,0.0,81097481,B/Q/N,46.09,46.91,0.031442,0.12352844843602478,0.055619234671439574,0.6302860879105305,0.017791277934475876,0.15005547414191878
EFA,20201104,2097546.0,350.0,26490176,B/Q/N,64.1,64.52,0.010968,0.07918203336965371,0.024116049004077274,0.0005910209016371925,0.006552262090483646,0.03676127671384957
ELY,20201104,874427.0,3035.0,5781551,B/Q/N,15.42,16.65,0.064578,0.15124436332049998,0.1005307038597354,0.05913149601943003,0.07976653696498046,0.06138860489528581
EMB,20201104,2525878.0,0.0,8412017,B/Q/N,111.31,112.83,0.019333,0.3002701967910906,0.10493759238366038,0.8126932662847922,0.013655556553768718,0.053854142125480155
EMR,20201104,407026.0,7068.0,4053422,B/Q/N,68.67,68.15,-0.03196,0.10041540209728965,-0.012757930031232448,-0.13615418287585315,-0.007572447939420359,0.0067829263709206005
ENB,20201104,379410.0,13332.0,4555605,B/Q/N,28.0,27.86,0.005051,0.08328421801275572,0.022682190360612045,0.08654836191494279,-0.00500000000000002,0.0022494655261258902
ENPH,20201104,1142252.0,47379.0,5375757,B/Q/N,99.3323,106.19,0.013747,0.2124820746175841,-0.018699571652084412,0.534450922324901,0.06903796650233604,0.04255242434834717
EOG,20201104,1060857.0,568.0,6094226,B/Q/N,35.13,36.04,0.029126,0.17407575629784652,0.021252534034545578,0.6542496678865424,0.02590378593794468,0.010466798446913181
EPD,20201104,574223.0,16388.0,6937447,B/Q/N,16.67,16.63,0.0036209999999999997,0.08277151522743165,-0.0389872699650181,-0.2059203141958381,-0.0023995200959809654,0.003173730875473733
EQH,20201104,284130.0,137.0,4046767,B/Q/N,21.9,22.24,-0.008029,0.07021160348495478,-0.014382786489916699,-0.022406231836653447,0.015525114155251136,0.009004591500186857
EQT,20201104,967045.0,5250.0,6681546,B/Q/N,14.69,14.2,-0.044414999999999996,0.1447337188129813,0.007251135260929797,0.13947415544083866,-0.033356024506467,0.02424373888935311
ERIC,20201104,1339889.0,503.0,9279267,B/Q/N,11.6008,11.52,0.001739,0.14439599593373054,-0.02402852954748977,0.5944908395451218,-0.006965036894007308,0.0030202056469970017
ET,20201104,5883297.0,20068.0,22924744,B/Q/N,5.5,5.35,-0.027273000000000002,0.25663523221895085,0.028242031279801738,-0.18994080759828105,-0.027272727272727337,0.008504505119453925
ETRN,20201104,441144.0,314.0,6000294,B/Q/N,7.08,7.08,0.0,0.07352039750052247,-0.10433228384979465,0.136297295347261,0.0,0.013874474530025204
ETSY,20201104,725212.0,990.0,3634189,B/Q/N,135.5,136.2,0.044078,0.19955263746602062,0.07645535991376204,0.2373084595289416,0.005166051660516521,0.0288219617573554
EW,20201104,236340.0,0.0,3241409,B/Q/N,76.24,75.97,0.023716,0.07291273640568037,-0.02481818392439357,0.28705688303911986,-0.003541448058761753,0.005200831098010921
EWZ,20201104,1267005.0,0.0,24350854,B/Q/N,27.9,28.39,0.031613,0.052031234715628455,-0.027328868706014114,0.3744353159803461,0.017562724014336988,0.14075638150289016
EXC,20201104,995170.0,3143.0,8021997,B/Q/N,42.69,42.22,-0.005887,0.12405514487228056,-0.008247865033652518,0.24530441510411072,-0.011009604122745348,0.008231877821278488
F,20201104,13380077.0,17253.0,67092462,B/Q/N,7.86,7.64,-0.030457,0.19942742599012092,0.03740324193229358,0.030466215326022845,-0.027989821882951734,0.017169845012255432
FANG,20201104,613541.0,1265.0,3967793,B/Q/N,28.04,27.12,-0.035562,0.15463029447352722,0.04711565107077659,-0.07059120323023885,-0.03281027104136941,0.02514060464585102
FAS,20201104,476873.0,760.0,4429188,B/Q/N,36.91,36.56,-0.034592,0.1076660101129146,0.027446578108299258,-0.11673852043131004,-0.009482525060958936,0.11114848247355179
FAZ,20201104,736862.0,5017.0,5644565,B/Q/N,13.31,13.43,0.035466000000000004,0.13054362913705486,-0.06993736325672642,-0.025627034451615332,0.009015777610818874,0.3055598862331009
FB,20201104,4883976.0,40476.0,35304461,B/Q/N,281.0,287.38,0.083227,0.138338778207094,-0.11912705536837281,0.965523780138793,0.022704626334519556,0.014685905493531116
FCX,20201104,2599430.0,2480.0,21789891,B/Q/N,18.45,18.0,-0.041023,0.11929522731435417,0.0008746784097981714,0.0026297190322067073,-0.024390243902438987,0.01500455278557287
FDX,20201104,289067.0,4230.0,2805246,B/Q/N,276.71,269.1,-0.019601,0.10304515183338644,-0.019636488265245403,0.06631194472541169,-0.027501716598604883,0.010682907405274398
FE,20201104,259067.0,0.0,6081242,B/Q/N,29.9,29.06,-0.035193,0.04260100157171841,-0.014427659825434994,0.34286291573600025,-0.02809364548494983,0.01121771904218784
FEYE,20201104,456201.0,5514.0,3705511,B/Q/N,14.46,14.81,0.037842,0.12311419396677004,-0.014565697861744109,-0.20368994221799683,0.024204702627939115,0.016270690478368384
FHN,20201104,996251.0,0.0,9767269,Q/N,10.6,10.34,-0.057428999999999994,0.1019989313287061,0.016016018405681426,0.38653194571338206,-0.024528301886792434,0.017598682882882882
FISV,20201104,545149.0,1073.0,5508726,B/Q/N,101.47,101.19,0.022638,0.0989609938849745,0.028051013969090113,0.5330177350783537,-0.00275943628658718,0.00821660865547882
FITB,20201104,721399.0,3174.0,6716323,B/Q/N,23.92,23.11,-0.05712,0.1074098133755628,0.019271678631370845,0.22430344203030644,-0.0338628762541807,0.009428694365517009
FLEX,20201104,435940.0,543.0,5860018,B/Q/N,14.21,14.395,0.017314,0.07439226295891924,0.028621254664318314,0.2854784378106746,0.013019000703729676,0.011692955979230844
FNGD,20201104,956518.0,43138.0,3881626,B/Q/N,7.69,7.34,-0.1293,0.24642198913548086,-0.034179448255612366,0.32596954212066936,-0.045513654096228935,38.81626
FOXA,20201104,3824267.0,3637.0,15752817,B/Q/N,26.93,25.63,-0.052145000000000004,0.24276718252995638,-0.0306073898867672,0.8876595266380817,-0.04827330115113259,0.04649799182749264
FSLR,20201104,2321017.0,72901.0,9349251,B/Q/N,82.26,79.78,-0.085511,0.24825699941096885,0.023394077407559777,1.1699569873106532,-0.030148310235837635,0.08822031488985038
FSLY,20201104,1909469.0,9519.0,9702732,B/Q/N,70.0,71.03,0.030466000000000003,0.19679704644011603,-0.02287981890576482,0.21393905264597354,0.01471428571428573,0.10733110619469026
FSM,20201104,542475.0,6413.0,2963803,B/Q/N,7.07,6.81,-0.046218,0.18303342023744493,-0.04863563587474587,-0.19797895664306447,-0.03677510608203687,0.016109016941632363
FSR,20201104,3592427.0,67207.0,10410904,B/Q/N,11.86,10.92,-0.062661,0.3450638868632349,-0.00276768735024141,-0.14624559864677328,-0.0792580101180438,0.18862881872699394
FTCH,20201104,389532.0,6792.0,3851206,B/Q/N,35.0,35.05,0.025453,0.10114545937038943,-0.07572771030530248,-0.5238599429379571,0.0014285714285713475,0.012966247602407794
FTI,20201104,649905.0,3357.0,5817298,B/Q/N,5.93,6.0,-0.004975,0.11171939274900478,0.020256704915470353,-0.2988932433137643,0.011804384485666152,0.01294435119972535
FUBO,20201104,464460.0,10318.0,1846514,B/Q/N,15.45,14.28,-0.043537,0.2515334300200269,-0.039311446194325916,-0.42133688498903166,-0.07572815533980583,0.02811971607662564
FXI,20201104,5259681.0,0.0,37690474,B/Q/N,46.22,46.96,0.041704,0.13954934607614647,0.03948280493676827,0.8700820846057364,0.01601038511466902,0.4898047303443795
GDX,20201104,1806677.0,6325.0,24955398,B/Q/N,39.42,38.47,-0.022860000000000002,0.07239624068508144,-0.012794309171943241,0.22217103872547936,-0.024099441907661157,0.05741459671806788
GDXJ,20201104,728039.0,10987.0,9323870,B/Q/N,55.86,54.2,-0.0285,0.07808334951045005,-0.019946664913240486,0.3266707654971435,-0.029717150017901837,0.08393270649142479
GE,20201104,21668091.0,52222.0,126633679,B/Q/N,7.69,7.85,0.0,0.17110843790615923,0.05526588347175923,0.2938633312752482,0.020806241872561672,0.01445610900979957
GEO,20201104,2384193.0,48362.0,8265599,B/Q/N,9.58,8.73,-0.105533,0.2884476974989955,0.07762123224287468,1.4361665975511595,-0.08872651356993733,0.06812272582188543
GILD,20201104,958454.0,6273.0,12926997,B/Q/N,59.39,59.87,0.017678,0.07414359266889287,-0.021917140715543557,0.9587157415961347,0.008082168715271879,0.01031683719074222
GLD,20201104,920611.0,21773.0,11092030,B/Q/N,178.93,178.82,-0.000559,0.0829975216439191,-0.06883819700450969,0.46387001207306766,-0.0006147655507741219,0.02574154096077976
GM,20201104,2469825.0,8254.0,14693678,B/Q/N,35.31,35.24,-0.0031119999999999997,0.16808759522292513,0.01676332261780114,0.2845123440547385,-0.0019824412347776914,0.010267426324354007
GME,20201104,1466637.0,23570.0,5801965,B/Q/N,11.76,10.91,-0.057044,0.252782807204111,-0.020763193102818822,-0.22167995265124077,-0.07227891156462582,0.0890396201076063
GOLD,20201104,1885726.0,7554.0,14767173,B/Q/N,27.74,27.42,-0.012959,0.1276971563887008,-0.011980953439016173,0.04695540328509162,-0.0115356885364094,0.008305334036129474
GOVT,20201104,701260.0,0.0,5660119,Q/N,27.79,27.77,0.006159,0.12389492164387357,-0.11068347460702858,0.2397955037549024,-0.0007196833393306792,0.010391259408848908
GPS,20201104,996378.0,276.0,5332235,B/Q/N,20.76,20.93,-0.000955,0.18685935634869805,0.03904488788494806,-0.16584224475537823,0.008188824662813012,0.014272842335451131
GRWG,20201104,518552.0,12003.0,3296904,B/Q/N,19.23,18.98,0.037158000000000004,0.15728453118440816,-0.02442837099013251,0.07551145369865034,-0.013000520020800831,0.06914970775060546
GS,20201104,509947.0,4543.0,3866604,B/Q/N,196.25,197.87,-0.000303,0.13188498227385065,-0.009154998190215813,-0.1493500122099585,0.008254777070063717,0.01123791335201099
GSK,20201104,1927615.0,7295.0,10920396,B/Q/N,36.34,36.57,0.037153,0.1765151190487964,-0.017034576658785494,0.7649681080858306,0.006329113924050546,0.00217649427763243
GT,20201104,448662.0,1570.0,3773037,Q/N,9.02,8.84,-0.028571,0.11891269552882731,0.037594499696193245,-0.4109898567297222,-0.019955654101995533,0.0161839785562371
GUSH,20201104,398720.0,21088.0,3061846,B/Q/N,20.86,20.57,-0.0058,0.1302220947755047,-0.061014072232265154,-0.2990568154242728,-0.013902205177372923,0.1782379079987673
HAL,20201104,2840384.0,6297.0,19074415,B/Q/N,12.96,12.71,-0.021555,0.1489106743247434,0.022325113559330118,0.4415636052484047,-0.019290123456790122,0.02157721662104051
HALO,20201104,476574.0,0.0,3023505,Q/N,32.4776,32.92,0.041113,0.15762302361001554,-0.10750332960962086,-0.4802177047854619,0.013621696184447103,0.022065084118296094
HBAN,20201104,2798279.0,7930.0,15935496,B/Q/N,10.66,10.08,-0.091073,0.17560037039324033,0.08790168671201988,0.7467060243314549,-0.05440900562851783,0.015664336944551976
HBI,20201104,550078.0,327.0,4347389,B/Q/N,16.78,16.37,-0.026753999999999997,0.1265306601272626,-0.06737255487205049,0.3097732821722877,-0.02443384982121574,0.012486728293846427
HON,20201104,622925.0,3015.0,4254767,B/Q/N,176.44,178.91,-0.001674,0.14640637195879352,0.028703333181906793,0.1438102230242923,0.013999093176150527,0.006063635880954621
HPE,20201104,4920897.0,13846.0,21359732,B/Q/N,9.29,8.82,-0.053648,0.23038196359392524,0.14472927709271055,0.6802639431994436,-0.05059203444564036,0.016604481442678384
HPQ,20201104,265504.0,4859.0,8512573,B/Q/N,18.64,18.28,-0.018260000000000002,0.031189629739445408,-0.034686251700182025,0.342635621990235,-0.019313304721030013,0.0061977380674297705
