Symbol,Date,ShortVolume,ShortExemptVolume,TotalVolume,Market,Open,Close,Previous day's close change,Short Interest Ratio,Previous short delta,Previous volume delta,Open/Close change,Total Volume/Shares Outstanding
APOP,20201029,1174176.0,7362.0,5697179,B/Q/N,1.94,2.08,0.223529,0.20609778980088217,0.20609778980088217,0.0,0.07216494845360831,0.014572688122383324
APPS,20201029,875460.0,594.0,4127646,B/Q/N,31.21,31.88,0.061605,0.21209667689525702,0.1623967273601439,0.6035503349368917,0.021467478372316506,0.04712801905797671
APRN,20201029,996246.0,114594.0,4004986,B/Q/N,5.88,4.86,-0.260274,0.24875143134083366,0.24875143134083366,0.0,-0.17346938775510198,0.2884056075751636
AR,20201029,1302570.0,3100.0,10135272,B/Q/N,3.45,3.59,0.031609,0.12851850448611543,0.015154422282864385,0.1511826252529183,0.04057971014492744,0.037740875370730384
ARKK,20201029,562645.0,3633.0,2076595,B/Q/N,95.6,95.99,0.013087,0.2709459475728296,0.04698564162562954,-0.17558337759928475,0.004079497907949797,0.019758277830637487
ASHR,20201029,904105.0,0.0,5784100,B/Q/N,35.94,36.23,0.02258,0.15630867377811586,0.15630867377811586,0.0,0.008069003895381168,0.10478441839158663
ASTC,20201029,593131.0,43346.0,3681564,B/Q/N,2.1,2.01,-0.172839,0.1611084310906995,-0.18503161230526233,-0.8638490158986378,-0.042857142857142996,0.23494561787932192
ATHX,20201029,521705.0,0.0,2016780,B/Q/N,1.66,1.79,0.09816000000000001,0.258682156705243,0.258682156705243,0.0,0.07831325301204826,0.010216532972186186
ATI,20201029,825044.0,5012.0,3863091,B/Q/N,8.5,9.44,0.14147500000000002,0.21357094616720135,0.21357094616720135,0.0,0.11058823529411758,0.03050696549300456
ATUS,20201029,408602.0,1000.0,8173033,B/Q/N,26.27,26.4,0.011493999999999999,0.049993925143823593,-0.0015696819948731316,0.4557958538218005,0.0049486105824133615,0.020854733238431795
ATVI,20201029,745614.0,701.0,9873638,B/Q/N,78.96,77.77,-0.015694,0.07551563061153346,-0.00596273648127181,0.6705419562672154,-0.015070921985815576,0.01279180648873806
AUY,20201029,2698405.0,19495.0,14333653,B/Q/N,5.26,5.42,0.018796999999999998,0.18825661539315902,-0.05195052112971829,-0.2827129998380135,0.03041825095057037,0.015061674078246103
AVGR,20201029,615124.0,4490.0,1861528,Q/N,0.252,0.2544,0.015164,0.3304403694169521,0.07524548675508486,-0.46743659043242697,0.009523809523809577,0.02192042425150708
AXP,20201029,333394.0,324.0,5418985,B/Q/N,91.41,91.07,-0.005786,0.06152332955341268,-0.03863872473512919,-0.23001336361756894,-0.0037195055245597135,0.006729970032077083
AYTU,20201029,539486.0,1200.0,1681941,B/Q/N,0.95,0.98,0.023713,0.3207520358918654,-0.03374894495516734,-0.13195115015346218,0.03157894736842108,0.013365991149988949
AZN,20201029,345026.0,6114.0,3533829,B/Q/N,51.04,51.07,0.0017649999999999999,0.09763517136794111,0.008087597467751492,-0.32857530998369805,0.0005877742946708687,0.002692859121781994
AZUL,20201029,547763.0,24670.0,2409840,B/Q/N,11.21,12.3,0.007371,0.22730264249908708,0.22730264249908708,0.0,0.09723461195361283,0.007309112204587129
BA,20201029,3295138.0,9772.0,14535746,B/Q/N,148.03,148.29,0.001013,0.22669204593971304,0.013531816493301235,-0.28323903902648195,0.0017564007295817802,0.02575211001711904
BABA,20201029,1701885.0,4564.0,11167007,B/Q/N,309.44,312.56,0.015002999999999999,0.15240296706180984,-0.022041354662823864,-0.18157154142735388,0.01008273009307137,0.0005159140274048629
BAC,20201029,5336528.0,26049.0,57472283,B/Q/N,23.36,23.54,0.002983,0.09285394143817116,-0.01884453128509167,-0.29862682885369507,0.007705479452054783,0.006633383479612646
BAM,20201029,420756.0,0.0,4426419,B/Q/N,30.32,30.16,-0.004292000000000001,0.09505561945220278,-0.022443183590219698,0.26903850619694325,-0.0052770448548812715,0.0029286018824579625
BAX,20201029,467629.0,637.0,3326446,B/Q/N,79.07,78.08,-0.000896,0.14057916467004125,0.14057916467004125,0.0,-0.012520551410142848,0.006570994644800338
BBBY,20201029,1028287.0,15466.0,9402826,B/Q/N,22.07,20.53,-0.027014,0.10935935643177913,-0.05936302985225339,-0.525753551605732,-0.06977797915722697,0.07462073565217202
BBD,20201029,3537686.0,110272.0,35542790,B/Q/N,3.53,3.6,0.0,0.09953315426279141,-0.039226784674252835,0.518872864295431,0.01983002832861198,0.0080139660947111
BCRX,20201029,385979.0,0.0,3334304,B/Q/N,3.62,3.73,0.027548,0.11575999069071087,-0.06921688266995389,-0.2203897882711861,0.030386740331491677,0.01888421971520594
BCS,20201029,1157101.0,2327.0,5498727,Q/N,5.4,5.44,0.020638,0.2104307051432086,0.07147429684296913,0.2673761774921808,0.007407407407407414,0.0003168739418300893
BDN,20201029,194307.0,89.0,3807609,B/Q/N,8.71,8.79,0.002281,0.05103123771374634,0.05103123771374634,0.0,0.00918484500574033,0.02232246488957066
BE,20201029,905870.0,9787.0,5210777,B/Q/N,14.76,14.72,0.008218999999999999,0.1738454744848993,0.04250877404591627,-0.24979746832162678,-0.002710027100270945,0.05051058636595694
BEN,20201029,889934.0,3181.0,5961257,B/Q/N,18.36,18.64,0.0,0.1492862998525311,-0.030459937229669415,-0.1808382682230206,0.01525054466230943,0.012040511007877196
BEST,20201029,1041203.0,24228.0,3210510,B/Q/N,2.58,2.85,0.130952,0.32431077928428814,0.02701418251385712,0.0807116213922673,0.10465116279069768,0.012956896931121807
BGCP,20201029,548792.0,2200.0,3759635,B/Q/N,2.66,2.92,0.08955199999999999,0.14596948905944326,-0.026959991226212343,0.13574531459574415,0.09774436090225555,0.01198286648355239
BIL,20201029,1462763.0,0.0,2664151,B/Q/N,91.52,91.53,0.00010899999999999999,0.5490540889011171,0.19833001808652578,0.24053632460723232,0.00010926573426579017,0.017904902037946927
BK,20201029,377301.0,1021.0,6401322,B/Q/N,33.95,34.32,0.0070420000000000005,0.05894110622774483,0.025255804761011427,-0.26790025920127947,0.010898379970544842,0.0072238595430046855
BKD,20201029,677328.0,3000.0,3344745,B/Q/N,3.2,3.0,-0.071207,0.2025051237089823,0.2025051237089823,0.0,-0.06250000000000006,0.01825328074663389
BKLN,20201029,2367465.0,0.0,10751154,B/Q/N,21.53,21.55,0.00046399999999999995,0.22020566350365736,0.017758150279237495,-0.13421057781254522,0.0009289363678587818,0.05399876443997991
BKR,20201029,1457404.0,800.0,9574794,B/Q/N,13.5,14.35,0.047445,0.1522125697952353,-0.10714241107200873,-0.040149866154414786,0.06296296296296294,0.013961149721434514
BLNK,20201029,525337.0,9329.0,1663975,B/Q/N,7.56,8.03,0.07640799999999999,0.3157120750011268,0.3157120750011268,0.0,0.06216931216931214,0.0524134487874483
BMY,20201029,498972.0,3293.0,8837152,B/Q/N,57.81,57.92,0.0027700000000000003,0.056462987170527335,0.001089555176726223,-0.25932133142181124,0.0019027849852966516,0.003920766761721109
BND,20201029,1119458.0,0.0,4200884,B/Q/N,87.92,87.73,-0.0021609999999999997,0.26648153103013555,0.06518092652765894,-0.11864617292845185,-0.0021610555050045237,0.005798137389197482
BNDX,20201029,787136.0,0.0,7287735,B/Q/N,58.45,58.42,0.0,0.1080083180851115,-0.14397029859759933,1.8623163218054928,-0.0005132591958939459,0.012568246330264137
BNGO,20201029,1291015.0,4904.0,3350016,B/Q/N,0.507,0.5155,0.015563,0.38537577133959955,0.10423911345803405,0.23743081040249553,0.016765285996055132,0.02419132662760183
