Symbol,Date,ShortVolume,ShortExemptVolume,TotalVolume,Market,Exchange,Open,Close,VIX Close,Previous day's close change,Short Interest Ratio,Previous short interest % change,Previous volume delta,Open/close % change,Total Volume/Shares Outstanding
AIV,20201201,157555.0,192.0,1661996.0,Q/N,NYSE,37.83,39.2,20.77,0.392,0.09479866377536408,-0.3686666289212601,0.02467044928393119,0.036214644462067264,0.011164379990811464
AKAM,20201201,196748.0,0.0,1768912.0,B/Q/N,NASDAQ,103.17,104.21,20.77,1.0421,0.11122543122552167,-0.40616558725038077,-0.24898125543974356,0.01008044974314231,0.010865954091621614
ALB,20201201,383474.0,0.0,1720148.0,B/Q/N,NYSE,137.5,135.88,20.77,1.3588,0.22293081758081282,-0.39988020029587457,0.5693234608268528,-0.011781818181818214,0.016158119066693784
ALGN,20201201,262780.0,0.0,1162136.0,B/Q/N,NASDAQ,487.46,500.1,20.77,5.001,0.22611811354264905,-0.4548485496765739,0.04335616118594705,0.025930332745250983,0.01473849362727328
ALK,20201201,274925.0,1641.0,1430307.0,B/Q/N,NYSE,51.77,50.94,20.77,0.5094,0.19221397923662542,-0.34795220179867725,-0.2928458279937349,-0.016032451226579203,0.011566094964363777
ALL,20201201,241697.0,222.0,2298956.0,B/Q/N,NYSE,103.51,104.29,20.77,1.0429000000000002,0.10513337358348745,-0.5069235380362345,-0.21584440745490763,0.007535503816056431,0.007560663415495058
ALLY,20201201,476219.0,1700.0,6920386.0,B/Q/N,NYSE,30.57,31.04,20.77,0.3104,0.06881393610125215,-0.46373701650236704,-0.002086273193350574,0.01537455021262672,0.018510770463456876
ALT,20201201,2523136.0,34106.0,8211192.0,B/Q/N,NASDAQ,13.55,13.82,20.77,0.1382,0.3072801123149964,-0.044565715931519534,1.1765489556997424,0.019926199261992586,0.2482896505762447
ALXN,20201201,107190.0,200.0,1303391.0,B/Q/N,NASDAQ,123.59,122.15,20.77,1.2215,0.08223932802973168,-0.16690580874838384,-0.3363968042555618,-0.011651428109070295,0.005955760593622991
AM,20201201,970803.0,3003.0,4219801.0,B/Q/N,NYSE,6.91,6.71,20.77,0.06709999999999999,0.23005895301697876,-0.3089752765488245,-0.31725832312678076,-0.028943560057887147,0.008853243193052841
AMAT,20201201,550671.0,19728.0,7044074.0,B/Q/N,NASDAQ,83.05,84.27,20.77,0.8427,0.07817507311819837,-0.2009444808118641,-0.06615600095186393,0.014689945815773616,0.0077129168289001016
AMCI,20201201,1258143.0,1434.0,4722773.0,B/Q/N,NASDAQ,12.922,12.14,20.77,0.12140000000000001,0.2663992108026365,-0.2491313747352576,-0.4249459316043623,-0.060516947840891504,0.5212120202146839
AMCR,20201201,575152.0,0.0,4601161.0,B/Q/N,NYSE,11.47,11.53,20.77,0.1153,0.1250014941880973,-0.5103393421878579,-0.2720918945103316,0.0052310374891018935,0.002933513047022392
AMCX,20201201,364224.0,1938.0,6780438.0,B/Q/N,NASDAQ,34.03,32.36,20.77,0.3236,0.05371688377653479,-0.5284964970281842,2.3867069848567035,-0.04907434616514845,0.2278772687951314
AMD,20201201,12047289.0,58722.0,58670527.0,B/Q/N,NASDAQ,92.25,92.63,20.77,0.9262999999999999,0.20533800557134932,-0.21038555981945437,-0.3055343491142754,0.004119241192411875,0.04878187351505449
AMGN,20201201,313384.0,40218.0,3050628.0,B/Q/N,NASDAQ,224.88,225.08,20.77,2.2508,0.10272770065704503,-0.2336980034816636,-0.3720514622425375,0.0008893632159374646,0.005240110746472192
AMH,20201201,128616.0,551.0,2159177.0,B/Q/N,NYSE,28.92,29.05,20.77,0.2905,0.05956714062811896,-0.2207732358889659,0.009111638604072289,0.004495159059474377,0.006840890357193741
AMKR,20201201,90629.0,293.0,1488024.0,B/Q/N,NASDAQ,14.9,15.04,20.77,0.15039999999999998,0.060905603673059035,-0.318618186710611,0.0685160504607183,0.009395973154362336,0.0061375443831034
AMLP,20201201,319555.0,12306.0,2865874.0,B/Q/N,Pacific,25.48,25.25,20.77,0.2525,0.11150350643468625,-0.439821737782417,-0.3790327001542953,-0.009026687598116185,0.018408462561154946
AMT,20201201,179894.0,2356.0,2471117.0,B/Q/N,NYSE,232.0,235.83,20.77,2.3583000000000003,0.07279865744924259,-0.247966562732036,-0.30338186313271626,0.016508620689655227,0.005562905627151781
AMWL,20201201,365289.0,7842.0,3150235.0,B/Q/N,NYSE,26.64,25.81,20.77,0.2581,0.11595611121075095,-0.33171603117375675,-0.21002194219798132,-0.031156156156156224,0.01575971006497844
AMX,20201201,581895.0,12.0,4899902.0,Q/N,NYSE,14.97,14.73,20.77,0.14730000000000001,0.1187564567617883,-0.5237129294138568,0.19692642688086703,-0.016032064128256526,0.00010685515838837527
AMZN,20201201,626232.0,5168.0,4544382.0,B/Q/N,NASDAQ,3188.5,3220.08,20.77,32.2008,0.13780355612710374,-0.25318625762901725,0.11822734525024631,0.009904343735298707,0.009057042920813602
ANF,20201201,366803.0,0.0,3735731.0,B/Q/N,NYSE,21.15,20.21,20.77,0.2021,0.09818774424603913,-0.15556827280651495,-0.18497581477198077,-0.04444444444444434,0.059893231345045365
ANGI,20201201,228918.0,300.0,3494278.0,B/Q/N,NASDAQ,12.12,12.28,20.77,0.12279999999999999,0.06551224602049407,-0.41344002481684516,0.6122739004973012,0.013201320132013214,0.04483395070913417
ANGL,20201201,503415.0,0.0,1557632.0,B/Q/N,NASDAQ,31.49,31.44,20.77,0.3144,0.3231925127372833,-0.2790890650381784,0.2895308078608766,-0.001587805652588033,0.01345105354058722
ANTM,20201201,115346.0,500.0,1364274.0,B/Q/N,NYSE,317.0,313.9,20.77,3.139,0.08454753224059097,-0.4571265399903205,-0.1710552219108565,-0.009779179810725624,0.005485526165589973
AON,20201201,139227.0,1100.0,1690319.0,B/Q/N,NYSE,207.48,210.69,20.77,2.1069,0.08236729280094468,-0.4371179336008093,-0.1864701344092361,0.015471370734528669,0.0073936925980464
AOS,20201201,131495.0,0.0,1888914.0,B/Q/N,NYSE,56.82,55.06,20.77,0.5506,0.06961407454230314,-0.13471670310653325,-0.2860764201357537,-0.030975008799718373,0.013947567885678315
APA,20201201,2282774.0,15743.0,12476167.0,B/Q/N,NASDAQ,13.4,12.37,20.77,0.12369999999999999,0.18297077940684828,-0.3606655556393966,0.05118262360077299,-0.07686567164179113,0.03305135924385691
APD,20201201,176791.0,0.0,1259675.0,B/Q/N,NYSE,285.0,283.18,20.77,2.8318,0.1403465179510588,-0.15095422870846203,-0.04052321733109804,-0.006385964912280678,0.005699201116940717
APG,20201201,155356.0,4100.0,1613634.0,B/Q/N,NYSE,16.3,16.01,20.77,0.16010000000000002,0.09627709877208834,-0.218133883327573,-0.32385028476801214,-0.01779141104294473,0.009503470893509745
APH,20201201,138366.0,5.0,1882010.0,B/Q/N,NYSE,132.65,131.61,20.77,1.3161,0.0735203319854836,-0.41796392499742563,0.03629205440229062,-0.007840180927252107,0.00629109179683394
APHA,20201201,5959922.0,64844.0,22265130.0,B/Q/N,NASDAQ,8.65,7.65,20.77,0.0765,0.26767964076562767,-0.14928306094872856,-0.17682474041108093,-0.11560693641618497,0.07695112924699452
API,20201201,185946.0,6760.0,1163143.0,B/Q/N,NASDAQ,38.45,37.42,20.77,0.37420000000000003,0.15986512406471087,-0.20185410218569588,-0.23371767911541177,-0.026788036410923304,0.04688935633625896
APLE,20201201,687126.0,7150.0,3700678.0,B/Q/N,NYSE,13.49,13.66,20.77,0.1366,0.1856757059111871,-0.30629633851592186,-0.13193791725318538,0.012601927353595251,0.01657519677861216
APO,20201201,231267.0,1.0,1426690.0,B/Q/N,NYSE,44.2,45.31,20.77,0.4531,0.1621003862086368,-0.27133034754891927,-0.16675037962854808,0.02511312217194569,0.006235102073645511
APPN,20201201,946707.0,42804.0,5383287.0,B/Q/N,NASDAQ,145.0,137.1,20.77,1.371,0.17586039904615897,-0.19070841833702562,-0.2882910217602376,-0.05448275862068969,0.1422861670277066
APPS,20201201,1126121.0,9082.0,5413360.0,B/Q/N,NASDAQ,45.26,44.57,20.77,0.4457,0.20802625356525337,-0.1628650353816363,-0.5075280068564864,-0.015245249668581479,0.061031982070485435
APTO,20201201,394176.0,1350.0,2064489.0,B/Q/N,NASDAQ,6.85,7.02,20.77,0.0702,0.19093150895935992,-0.03725215234857693,0.02747393850352812,0.024817518248175175,0.023232597850298606
APTV,20201201,324676.0,0.0,2379542.0,B/Q/N,NYSE,122.37,122.21,20.77,1.2221,0.136444744408798,-0.2820824612828819,-0.05022521578605997,-0.001307510010623607,0.008812290359053442
APXT,20201201,2851131.0,26938.0,10329111.0,B/Q/N,NASDAQ,15.38,13.98,20.77,0.1398,0.27602869211106357,-0.29446985258581787,-0.5412232609077339,-0.09102730819245776,0.2884420832169785
AQB,20201201,672199.0,36386.0,3587122.0,B/Q/N,NASDAQ,5.4,5.75,20.77,0.0575,0.18739228830243299,-0.34746186177533306,-0.8854917489667394,0.06481481481481474,0.07978331171376243
ARCC,20201201,947824.0,11045.0,3311444.0,B/Q/N,NASDAQ,16.71,16.81,20.77,0.1681,0.28622679411157187,-0.15806310559544862,0.580172378415573,0.005984440454817347,0.007835472520547369
ARCT,20201201,336737.0,2453.0,2455141.0,B/Q/N,NASDAQ,95.0,81.45,20.77,0.8145,0.13715587007019148,-0.25481528275167614,0.09348370134778045,-0.1426315789473684,0.10023813252753308
ARI,20201201,135325.0,1179.0,1256310.0,B/Q/N,NYSE,10.98,11.06,20.77,0.1106,0.10771624837818691,-0.4932117512099409,-0.07518795332029395,0.007285974499089259,0.008954661277860978
ARKF,20201201,354852.0,1.0,1121586.0,Q/N,Pacific,47.08,46.48,20.77,0.4648,0.3163841203438702,-0.1642219375408543,-0.06143352421215415,-0.01274426508071371,0.042323998402867984
ARKG,20201201,727924.0,36199.0,3023190.0,B/Q/N,BATS,83.29,82.98,20.77,0.8298000000000001,0.24078010313609136,-0.4657864035707423,0.28479960425729395,-0.0037219354064113607,0.06144070724519866
ARKK,20201201,1019167.0,28155.0,3069313.0,B/Q/N,Pacific,114.0,112.76,20.77,1.1276000000000002,0.33205052726782835,-0.2899074893575554,-0.05141111772490452,-0.010877192982456095,0.02652820224719101
ARKW,20201201,340492.0,5716.0,1294258.0,B/Q/N,Pacific,138.13,135.2,20.77,1.3519999999999999,0.26307892244050257,-0.20783499438840536,0.09729190794080891,-0.021211901831607954,0.04271478547854785
ARMK,20201201,126410.0,689.0,2006219.0,B/Q/N,NYSE,35.72,36.68,20.77,0.3668,0.06300907328661527,-0.38326963100348865,-0.21968520107442985,0.026875699888017943,0.007925437188091945
ARRY,20201201,326304.0,19915.0,2218971.0,B/Q/N,NASDAQ,42.5646,40.6,20.77,0.406,0.14705194434717714,-0.2079758146939685,1.200646218934929,-0.04615572564995318,0.01747297384223834
ASAN,20201201,314598.0,6400.0,1787725.0,B/Q/N,NYSE,28.0,27.12,20.77,0.2712,0.17597673020179277,-0.2229835156864804,-0.30539933054750956,-0.031428571428571396,0.024139023817863304
ASB,20201201,110244.0,100.0,1109232.0,B/Q/N,NYSE,15.72,15.76,20.77,0.1576,0.09938768445194512,-0.3488303912466753,-0.33492542110081897,0.0025445292620864595,0.0072220367282711025
ASHR,20201201,228847.0,0.0,2758725.0,B/Q/N,Pacific,39.18,39.39,20.77,0.39390000000000003,0.08295390080562579,-0.4336095093667508,-0.16834932689571344,0.00535987748851457,0.04406908875288996
ASX,20201201,106287.0,1268.0,1029785.0,B/Q/N,NYSE,5.39,5.45,20.77,0.0545,0.10321280655670843,-0.2242504769843336,-0.0829890113804342,0.011131725417439797,0.00023735798330558114
ATH,20201201,134437.0,2800.0,1263561.0,Q/N,NYSE,45.56,45.05,20.77,0.45049999999999996,0.10639533825434624,-0.3774381494640554,-0.21600634858391585,-0.01119402985074638,0.00659947322293906
ATI,20201201,208536.0,0.0,1874454.0,B/Q/N,NYSE,13.94,14.05,20.77,0.1405,0.11125159646489058,-0.5347380743332558,0.25661524104878497,0.007890961262553889,0.01478084340544985
ATO,20201201,125134.0,500.0,1030099.0,B/Q/N,NYSE,96.19,96.64,20.77,0.9664,0.1214776443817536,-0.09545627263947068,-0.5090525816109726,0.004678240981391027,0.008182567728309192
ATUS,20201201,452173.0,2000.0,9511217.0,B/Q/N,NYSE,34.18,34.07,20.77,0.3407,0.04754102445565063,-0.3416251007409562,0.29462121725646745,-0.003218256290228187,0.02681000303576683
ATVI,20201201,548897.0,1461.0,5795761.0,B/Q/N,NASDAQ,79.94,79.93,20.77,0.7993000000000001,0.09470663127758373,-0.29998542704817543,-0.619576010613453,-0.0001250938203651602,0.007499135820287418
AU,20201201,321016.0,3894.0,4156981.0,B/Q/N,NYSE,22.77,22.97,20.77,0.2297,0.0772233503111994,-0.49824271367306217,0.1410769542850696,0.008783487044356579,0.009971808845504561
AUY,20201201,2737801.0,55440.0,15498257.0,B/Q/N,NYSE,5.38,5.48,20.77,0.0548,0.17665218740404162,-0.3274071849298452,-0.11498651658804579,0.018587360594795637,0.016269069231100303
AVGO,20201201,145378.0,503.0,1818154.0,B/Q/N,NASDAQ,403.46,404.57,20.77,4.0457,0.07995912337458763,-0.301418946085498,0.17650248578189698,0.0027512021018192973,0.00449480350411999
AVTR,20201201,704088.0,1600.0,4606230.0,B/Q/N,NYSE,27.6,27.15,20.77,0.27149999999999996,0.1528555890609023,-0.22573087474892922,-0.38948460281766756,-0.01630434782608706,0.00796458729145862
AVYA,20201201,159650.0,700.0,3378809.0,Q/N,NYSE,18.94,19.06,20.77,0.1906,0.04725037727791065,-0.1433748436761644,0.4888989456818608,0.006335797254487721,0.0405171372596271
AXL,20201201,383866.0,16567.0,2652455.0,B/Q/N,NYSE,8.1,7.68,20.77,0.0768,0.1447210225998179,-0.5220739078744476,0.6135047621249108,-0.05185185185185184,0.02341648260542959
AXP,20201201,426527.0,16926.0,3584437.0,B/Q/N,NYSE,120.32,119.93,20.77,1.1993,0.11899414050239968,-0.49693181458101043,0.018981330523895525,-0.00324135638297861,0.004451599993701456
AXTA,20201201,493278.0,600.0,4441435.0,B/Q/N,NYSE,29.0,29.21,20.77,0.2921,0.11106275336687355,-0.21260543283749872,0.5625447459345625,0.007241379310344857,0.018861453194677306
AYRO,20201201,782543.0,88302.0,3795816.0,B/Q/N,NASDAQ,7.97,6.55,20.77,0.0655,0.20615936072770652,-0.27882885683246017,-0.13587007372551163,-0.178168130489335,0.14047063347925323
AYX,20201201,417538.0,525.0,2389291.0,B/Q/N,NYSE,115.45,116.01,20.77,1.1601000000000001,0.17475393327978886,-0.2607871629383166,1.0822252433614823,0.004850584668687763,0.04420944070600372
AZEK,20201201,132705.0,0.0,1074265.0,B/Q/N,NYSE,35.55,35.41,20.77,0.35409999999999997,0.12353097233922729,-0.5730717020326939,-0.48633112376318344,-0.00393811533052041,0.008836845015386096
AZN,20201201,1609275.0,24200.0,13308215.0,B/Q/N,NASDAQ,53.06,52.98,20.77,0.5297999999999999,0.12092342962598665,-0.2163908384909112,-0.09622550534289974,-0.0015077271013947493,0.010141080032965629
AZUL,20201201,155977.0,2758.0,1541094.0,B/Q/N,NYSE,22.18,22.25,20.77,0.2225,0.10121186637544498,-0.2016702121974549,-0.27318029075731315,0.0031559963931469923,0.004671329893211273
BA,20201201,3282761.0,14893.0,15805155.0,B/Q/N,NYSE,214.31,213.01,20.77,2.1301,0.2077019175072943,-0.21059682374314634,-0.042219553970171596,-0.006065979189025297,0.02799703078856335
BABA,20201201,1662710.0,7088.0,14606285.0,B/Q/N,NYSE,265.47,264.01,20.77,2.6401,0.11383524284237916,-0.25548013382725965,-0.5207302280303099,-0.005499679813161699,0.0006748081486626844
BAC,20201201,4675529.0,29584.0,50307326.0,B/Q/N,NYSE,28.74,28.69,20.77,0.2869,0.0929393265704482,-0.27213092182672305,-0.20860486516944662,-0.0017397355601947515,0.005815344931445053
BAM,20201201,179148.0,621.0,2726905.0,B/Q/N,NYSE,41.18,40.55,20.77,0.40549999999999997,0.0656964580724301,-0.5069250656723852,-0.06825229886942641,-0.015298688683827163,0.0018064349819334375
BAX,20201201,176817.0,2542.0,3038306.0,B/Q/N,NYSE,76.61,75.51,20.77,0.7551000000000001,0.058195915750421455,-0.058897492313846465,-0.47836219478548647,-0.014358438846103569,0.005947918109245548
BB,20201201,75741637.0,635759.0,330186642.0,B/Q/N,NYSE,8.36,7.0,20.77,0.07,0.22939037309692256,-0.07813299425627729,47.11209814682244,-0.1626794258373205,0.5908264291225498
BBBY,20201201,1824889.0,36272.0,7830851.0,B/Q/N,NASDAQ,21.29,20.38,20.77,0.20379999999999998,0.23303840157346883,-0.3316724362843316,0.08022391173750239,-0.04274307186472523,0.06214555734654102
BBL,20201201,26682.0,331.0,1343772.0,B/Q/N,NYSE,46.6,47.15,20.77,0.4715,0.019856047007974567,-0.25348630235555486,-0.24296454456084213,0.011802575107296076,0.0006362340534753299
BBY,20201201,878203.0,6683.0,5335390.0,B/Q/N,NYSE,108.78,108.86,20.77,1.0886,0.16459958878357533,-0.37421904958150626,-0.17837202043032296,0.0007354293068578626,0.02060434860469827
BCLI,20201201,225411.0,3151.0,1010339.0,B/Q/N,NASDAQ,5.5,5.52,20.77,0.0552,0.22310432439013045,-0.388105818753599,-0.2715757523323384,0.0036363636363635587,0.032005577112121826
BCS,20201201,552700.0,0.0,5165548.0,B/Q/N,NYSE,7.46,7.7,20.77,0.077,0.10699736020263484,-0.341754092672392,-0.08859214864411367,0.032171581769437026,0.00029759297478350674
BDN,20201201,131084.0,172.0,1524123.0,Q/N,NYSE,11.34,11.38,20.77,0.11380000000000001,0.08600618191576402,-0.5535492455530043,-0.22333328237506306,0.0035273368606702753,0.008935314039568428
BDX,20201201,132556.0,0.0,1682128.0,B/Q/N,NYSE,236.12,238.65,20.77,2.3865,0.07880256437084456,0.053922246172703386,-0.5970606348854262,0.01071489073352533,0.005799814139410847
BE,20201201,599950.0,660.0,5608493.0,B/Q/N,NYSE,25.1,24.62,20.77,0.2462,0.10697169453541264,-0.16740666725620953,-0.1457687283795524,-0.019123505976095634,0.040550934057606146
BEKE,20201201,317301.0,100.0,2376988.0,B/Q/N,NYSE,65.8,64.39,20.77,0.6439,0.13348868399840472,-0.350064821832647,-0.45880068077161706,-0.021428571428571377,0.0008966257845555301
BEN,20201201,424049.0,496.0,3723870.0,Q/N,NYSE,22.5,22.36,20.77,0.2236,0.11387320180350012,-0.24996939472689356,-0.37248316775623724,-0.006222222222222248,0.007379968363087713
BERY,20201201,166279.0,1482.0,1151358.0,B/Q/N,NYSE,53.6,55.07,20.77,0.5507,0.14441989372549632,-0.4898992300872622,-0.4890283995895746,0.027425373134328336,0.008624404494382022
BG,20201201,80074.0,930.0,1309150.0,B/Q/N,NYSE,59.97,59.47,20.77,0.5947,0.061164877974258104,-0.3422648635153759,-0.3018674638721812,-0.00833750208437552,0.009374806832361225
BHC,20201201,375176.0,14033.0,2469619.0,B/Q/N,NYSE,18.66,18.64,20.77,0.1864,0.1519165506906126,-0.3074109438372946,-0.4047383867512406,-0.001071811361200406,0.006953715422714758
BHP,20201201,171084.0,1976.0,1690026.0,B/Q/N,NYSE,57.21,57.75,20.77,0.5775,0.10123157868577169,-0.27182380734619865,-0.16047956246258852,0.009438909281594111,0.0005736969636154023
