Symbol,Date,ShortVolume,ShortExemptVolume,TotalVolume,Market,Open,Close,Previous day's close change,Short Interest Ratio,Previous short interest % change,Previous volume delta,Previous close % change,Total Volume/Shares Outstanding
AA,20201111,711003.0,1100.0,5780551,B/Q/N,16.21,15.89,-0.006253999999999999,0.1229991743001662,0.04456707310320894,0.19339619330514873,-0.01974090067859348,0.03109000092110139
AAL,20201111,14633355.0,146672.0,81359582,B/Q/N,12.4,12.04,-0.027464,0.17986025296934294,0.04791271631703162,-0.3620324289615618,-0.029032258064516224,0.15995772517374587
AAPL,20201111,19711866.0,73317.0,112294954,B/Q/N,117.19,119.49,0.030352999999999998,0.17553652499826483,-0.010385578494483766,-0.18640634750385424,0.019626247973376545,0.00660488541155814
ABBV,20201111,1169883.0,5828.0,9476508,B/Q/N,99.15,98.15,-0.007281999999999999,0.12345085341562526,-0.00816532410067164,-0.22749362263977757,-0.010085728693898134,0.005367685059826284
AG,20201111,1226481.0,24928.0,4593715,B/Q/N,10.63,10.73,-0.007401,0.2669910954423598,0.058017288533806666,-0.2716841976423554,0.009407337723424237,0.020763709213792315
AGG,20201111,636654.0,0.0,3044345,B/Q/N,117.06,117.13,0.000598,0.2091267579725688,0.06592934760320368,-0.40844820554134165,0.0005979839398598426,0.004379722342109049
AGNC,20201111,1687108.0,585.0,8131037,B/Q/N,14.87,14.52,-0.022879999999999998,0.20748989335554616,0.10278182327873359,-0.547245353258382,-0.02353732347007395,0.01491354450697652
AIG,20201111,903863.0,734.0,7211292,B/Q/N,37.86,37.35,-0.023018999999999998,0.12533995295156541,-0.04529026088838295,-0.2939824698177734,-0.013470681458003118,0.008370373298680827
AMAT,20201111,641812.0,1521.0,8071944,B/Q/N,70.2032,71.16,0.025508000000000003,0.07951145349868631,-0.00221146899517162,-0.016396031535010427,0.013629008364291104,0.008838384253138057
AMD,20201111,9202919.0,17440.0,44611250,B/Q/N,79.39,81.28,0.042185,0.20629143993947716,0.04799112903581654,-0.33552110219199505,0.02380652475122812,0.037092224428944956
AMZN,20201111,819660.0,2601.0,4366923,B/Q/N,3061.78,3137.3899,0.03373,0.18769737868059502,0.03546073804758215,-0.33743708803396655,0.024694752725538713,0.008703363635118724
APA,20201111,1861397.0,14589.0,12631397,B/Q/N,10.27,9.95,-0.004004,0.14736271847049062,0.026169626209328542,-0.3093640640900503,-0.03115871470301853,0.03346258830927611
APPS,20201111,476998.0,11649.0,3262733,B/Q/N,35.7217,35.66,0.049749999999999996,0.14619584256511337,0.0170033017471469,-0.3689960026696574,-0.0017272414246802886,0.03678511348899411
APVO,20201111,914710.0,102.0,2790761,B/Q/N,45.65,48.36,0.09115500000000001,0.3277636458299367,-0.02091483754608947,-0.31584557427437504,0.0593647316538883,0.8632614155297046
ARKK,20201111,838956.0,24770.0,4150740,B/Q/N,96.79,98.73,0.041894999999999995,0.20212203125225864,0.08676955252401884,-0.06088179469467923,0.020043392912490934,0.03834401847575058
ATVI,20201111,510311.0,1500.0,5510993,B/Q/N,76.345,76.55,0.019036,0.09259873855764288,2.2749576917557857e-06,-0.3635430383345987,0.002685179121095007,0.00713067447254178
AUY,20201111,3601042.0,3300.0,14084514,B/Q/N,5.35,5.41,0.005576,0.25567385569711526,-0.042387838888705565,-0.23626071840820506,0.011214953271028132,0.01478501313743871
BA,20201111,6846628.0,41607.0,29907750,B/Q/N,189.89,182.15,-0.03466,0.22892487733112654,0.011498281071475741,-0.35549583069681273,-0.04076044025488431,0.052978170575780845
BABA,20201111,9563949.0,30557.0,41698984,B/Q/N,261.92,265.65,-0.003339,0.22935688313173289,0.04215818801887927,-0.3171263097206016,0.014240989615149515,0.0019264867277445908
BAC,20201111,5611682.0,11174.0,48360931,B/Q/N,27.75,27.34,-0.011569000000000001,0.11603750969972021,0.04310837500980931,-0.377550832466617,-0.01477477477477478,0.00559034870926779
BAX,20201111,204368.0,877.0,5525132,Q/N,81.99,80.93,-0.0076029999999999995,0.03698879954361271,-0.06778756699872576,0.05985861727913842,-0.012928405903158777,0.010816235322831892
BBBY,20201111,2183350.0,1000.0,9016508,B/Q/N,19.11,19.8,0.044855,0.2421502870068989,-0.005934447237442408,-0.12639387843568206,0.03610675039246475,0.07155491976281325
BE,20201111,1340355.0,17306.0,6942457,B/Q/N,15.82,17.1,0.09826599999999999,0.1930663740517226,0.08393282672761057,0.21480193487606405,0.08091024020227568,0.05019585760466602
BK,20201111,362368.0,6021.0,6169536,B/Q/N,39.7,38.6,-0.015808,0.05873504911876679,0.005817684033606253,-0.06918062120647489,-0.027707808564231773,0.006962291744886665
BKR,20201111,560133.0,2947.0,5727658,Q/N,17.85,17.56,-0.002273,0.09779442138479637,-0.08901920103118068,-0.4266577617136269,-0.016246498599439926,0.008351583427400335
BLNK,20201111,717539.0,5284.0,2412943,B/Q/N,9.5,10.21,0.075869,0.2973708869210752,-0.029585695277567603,0.08940364012982856,0.07473684210526325,0.07600514692680592
BMY,20201111,462955.0,3449.0,8269684,B/Q/N,65.07,63.42,-0.017049,0.05598218746931564,0.0021872789856554747,-0.26229533934819027,-0.025357307514983735,0.0036595545723182472
BND,20201111,1357404.0,1639.0,3365910,B/Q/N,87.44,87.5,0.000686,0.4032799450965712,0.14940536538029248,-0.3489185685419835,0.000686184812442844,0.004616381484201066
